"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"hsa-miR-3140-3p","CG48",197,"-0.2 (0.26)",193,"-0.45 (0.27)",0.450685443581003,0.856945370990658,0.345476752957413
"hsa-miR-3140-3p","PB",99,"-0.09 (0.37)",78,"0.18 (0.44)",0.648507740630053,0.380929634552501,0.780882053481534
"hsa-miR-3140-3p","SP",123,"-0.52 (0.34)",126,"-0.52 (0.35)",0.569519578362061,0.348702613768252,0.429839941579539
"hsa-miR-7976","CG32",192,"0.15 (0.28)",189,"0.13 (0.28)",0.960483060143699,0.79357163876672,0.837466399347527
"hsa-miR-7976","CG48",197,"0.16 (0.28)",193,"0.56 (0.27)",0.0586868842142693,0.292208014794668,0.0194728064285143
"hsa-miR-7976","PB",99,"-0.42 (0.32)",78,"-0.44 (0.39)",0.269507164077079,0.118544229161475,0.331533580623589
"hsa-miR-7976","SP",123,"-0.35 (0.32)",126,"0.21 (0.36)",0.38874699504596,0.544267404862377,0.469031391703814
"hsa-miR-214-3p","CG32",192,"-0.05 (0.25)",189,"-0.01 (0.23)",0.828173572121377,0.657995771506107,0.878088362396875
"hsa-miR-214-3p","CG48",197,"0.55 (0.23)",193,"0.36 (0.23)",0.0460126384971298,0.0246114423712094,0.044527580363179
"hsa-miR-214-3p","PB",99,"0.26 (0.39)",78,"0.57 (0.4)",0.958417546810037,0.835089874741474,0.781489867964886
"hsa-miR-214-3p","SP",123,"-0.08 (0.32)",126,"0.18 (0.31)",0.946285360368158,0.740557810757123,0.880080437190865
"hsa-miR-18a-3p","CG32",192,"-0.03 (0.25)",189,"0.05 (0.23)",0.893446138563841,0.865057687417319,0.638827514076755
"hsa-miR-18a-3p","CG48",197,"0.2 (0.23)",193,"0.07 (0.22)",0.360123129733514,0.15513825603084,0.568730163366621
"hsa-miR-18a-3p","PB",99,"0.16 (0.37)",78,"-0.1 (0.47)",0.655064512020545,0.866529628023497,0.477384641348832
"hsa-miR-18a-3p","SP",123,"-0.33 (0.33)",126,"-0.35 (0.33)",0.919673231332769,0.695375068828259,0.763904730006247
"hsa-miR-6511b-3p","CG32",192,"0.14 (0.31)",189,"0.12 (0.29)",0.853925877521533,0.576036016081184,0.8057074622285
"hsa-miR-6511b-3p","CG48",197,"0.12 (0.27)",193,"-0.08 (0.26)",0.603897580281494,0.343066667612542,0.858921735743965
"hsa-miR-6511b-3p","PB",99,"0.07 (0.4)",78,"0.19 (0.46)",0.577368782435942,0.325486618989738,0.86612420475321
"hsa-miR-6511b-3p","SP",123,"0.1 (0.31)",126,"-0.02 (0.35)",0.860486646334326,0.843044248969018,0.734362515643202
"hsa-miR-485-5p","CG32",192,"0.12 (0.31)",189,"0.19 (0.31)",0.516154421160628,0.261987608967688,0.547170118842242
"hsa-miR-485-5p","CG48",197,"0.57 (0.3)",193,"0.51 (0.3)",0.309445529840095,0.172431013427488,0.224447509690022
"hsa-miR-485-5p","PB",99,"-0.19 (0.42)",78,"0.24 (0.43)",0.78325655674282,0.692822590632041,0.764560005190707
"hsa-miR-485-5p","SP",123,"-0.16 (0.39)",126,"-0.24 (0.37)",0.950323715791928,0.759870674158588,0.920902776792213
"hsa-miR-206","CG32",192,"0.47 (0.27)",189,"-0.21 (0.25)",0.117667219939833,0.0855150426928431,0.88069211226002
"hsa-miR-206","CG48",197,"0.04 (0.25)",193,"-0.13 (0.27)",0.648225787220543,0.369256569720544,0.814695688276928
"hsa-miR-206","PB",99,"0.41 (0.39)",78,"0.53 (0.42)",0.197103854444326,0.46750379731051,0.0744668696122103
"hsa-miR-206","SP",123,"0.23 (0.29)",126,"-0.27 (0.37)",0.90930786119838,0.792376472014455,0.869569579512985
"hsa-miR-548ap-5p|hsa-miR-548j-5p","CG32",192,"0.49 (0.28)",189,"0.21 (0.29)",0.0643885238479983,0.0770806968769438,0.741870622464099
"hsa-miR-548ap-5p|hsa-miR-548j-5p","CG48",197,"0.18 (0.29)",193,"-0.22 (0.29)",0.166381190224064,0.250121442116197,0.503137991047361
"hsa-miR-548ap-5p|hsa-miR-548j-5p","PB",99,"-0.43 (0.38)",78,"0.15 (0.44)",0.108017249868655,0.0594237017536343,0.813450425497886
"hsa-miR-548ap-5p|hsa-miR-548j-5p","SP",123,"-0.03 (0.34)",126,"-0.14 (0.35)",0.733473124917484,0.48591873026377,0.885398307116607
"hsa-miR-195-5p","CG32",192,"0.14 (0.26)",189,"0.12 (0.26)",0.783064175720156,0.803391916128807,0.490978933399792
"hsa-miR-195-5p","CG48",197,"0.47 (0.25)",193,"0.46 (0.26)",0.067823424124109,0.106159897419983,0.0255436263864268
"hsa-miR-195-5p","PB",99,"0.18 (0.42)",78,"0.19 (0.42)",0.403596047882279,0.237969418619004,0.259841242135971
"hsa-miR-195-5p","SP",123,"-0.1 (0.32)",126,"0.21 (0.31)",0.996128323234526,0.94524129244526,0.990146397757812
"hsa-miR-139-3p","CG32",192,"0.04 (0.28)",189,"-0.35 (0.28)",0.206015084584681,0.871748679023581,0.144051282152221
"hsa-miR-139-3p","CG48",197,"0.18 (0.26)",193,"0.54 (0.26)",0.128800330816681,0.318785370506601,0.0432117767505088
"hsa-miR-139-3p","PB",99,"0.54 (0.42)",78,"-0.04 (0.44)",0.215854547567667,0.096926270451362,0.734376702269558
"hsa-miR-139-3p","SP",123,"-0.26 (0.35)",126,"0.04 (0.33)",0.948241849781016,0.787569308392521,0.983940905175505
"hsa-miR-505-5p","CG32",192,"-0.47 (0.28)",189,"-0.51 (0.29)",0.125170454072329,0.162012042945544,0.055003016826967
"hsa-miR-505-5p","CG48",197,"-0.11 (0.27)",193,"-0.25 (0.29)",0.746504490233947,0.852855410652015,0.583920098878643
"hsa-miR-505-5p","PB",99,"-0.01 (0.4)",78,"0.18 (0.44)",0.75827757107328,0.78881833810095,0.642627364352048
"hsa-miR-505-5p","SP",123,"0.18 (0.33)",126,"-0.12 (0.34)",0.752327786363306,0.595199556484585,0.859954315226718
"hsa-miR-941","CG32",192,"0.42 (0.29)",189,"0.27 (0.28)",0.355274674326228,0.232040115958942,0.208792350278674
"hsa-miR-941","CG48",197,"-0.13 (0.28)",193,"-0.08 (0.27)",0.819064418892531,0.865441846073202,0.656639174310817
"hsa-miR-941","PB",99,"-0.79 (0.41)",78,"0 (0.41)",0.257496682011245,0.109593299663891,0.323093893213216
"hsa-miR-941","SP",123,"-0.28 (0.35)",126,"-0.7 (0.39)",0.116772188573017,0.420902930006682,0.0420397609175333
"hsa-miR-125b-2-3p","CG32",192,"-0.56 (0.25)",189,"-0.57 (0.24)",0.0508271574856693,0.069041220208881,0.022561433998414
"hsa-miR-125b-2-3p","CG48",197,"-0.3 (0.26)",193,"0.05 (0.26)",0.807416223779211,0.655942209023555,0.84553211683239
"hsa-miR-125b-2-3p","PB",99,"0.17 (0.37)",78,"-0.12 (0.42)",0.85610381194935,0.617955447162914,0.968205649691948
"hsa-miR-125b-2-3p","SP",123,"-0.1 (0.32)",126,"-0.26 (0.3)",0.81350439980694,0.990753652689703,0.579837623257389
"hsa-miR-6780a-5p","CG32",192,"0.42 (0.27)",189,"0.26 (0.27)",0.128359306685407,0.0508197657227943,0.341315655463986
"hsa-miR-6780a-5p","CG48",197,"0.17 (0.26)",193,"0.09 (0.29)",0.160310705181262,0.06960028978056,0.235711038637727
"hsa-miR-6780a-5p","PB",99,"0.46 (0.31)",78,"0.18 (0.37)",0.846006826603661,0.80256743502615,0.761992099722151
"hsa-miR-6780a-5p","SP",123,"-0.2 (0.34)",126,"-0.11 (0.36)",0.434924126922553,0.221695428397584,0.643391938108718
"hsa-miR-337-3p","CG32",192,"-0.01 (0.27)",189,"-0.04 (0.28)",0.267231253791069,0.600760023470275,0.307851366045115
"hsa-miR-337-3p","CG48",197,"0.36 (0.27)",193,"0.2 (0.28)",0.466474064931846,0.254795840300093,0.785606237089447
"hsa-miR-337-3p","PB",99,"0.16 (0.37)",78,"0.14 (0.43)",0.910180471928596,0.700577179440103,0.746510674196446
"hsa-miR-337-3p","SP",123,"-0.73 (0.31)",126,"-0.1 (0.33)",0.437802242245909,0.252744299334093,0.815137027416625
"hsa-miR-92b-5p","CG32",192,"0.42 (0.28)",189,"0.02 (0.29)",0.209634524135838,0.119850295795717,0.959270271840317
"hsa-miR-92b-5p","CG48",197,"0.23 (0.26)",193,"0.47 (0.27)",0.0207546069425368,0.0410833126441718,0.00852330531862421
"hsa-miR-92b-5p","PB",99,"0.03 (0.39)",78,"0.89 (0.39)",0.0945121702460088,0.830375873086721,0.0487856008646324
"hsa-miR-92b-5p","SP",123,"-0.39 (0.32)",126,"-0.51 (0.36)",0.542980123713401,0.616366962981494,0.558380758905083
"hsa-miR-548l","CG32",192,"-0.56 (0.29)",189,"-0.35 (0.29)",0.489572882725307,0.273780508214955,0.347576627600097
"hsa-miR-548l","CG48",197,"-0.37 (0.26)",193,"-0.44 (0.25)",0.611255591146658,0.614015457557128,0.322961397497536
"hsa-miR-548l","PB",99,"-0.69 (0.42)",78,"-0.24 (0.43)",0.23438409742369,0.0905703465941051,0.386665231479622
"hsa-miR-548l","SP",123,"-0.66 (0.34)",126,"-0.17 (0.35)",0.447389094849175,0.227000307858155,0.763377866110894
"hsa-miR-3605-5p","CG32",192,"-0.22 (0.27)",189,"-0.28 (0.25)",0.579504202668477,0.894455529711031,0.403928487441482
"hsa-miR-3605-5p","CG48",197,"-0.13 (0.25)",193,"-0.04 (0.25)",0.941196536803127,0.841908697675535,0.879804761941279
"hsa-miR-3605-5p","PB",99,"-0.55 (0.39)",78,"0.39 (0.45)",0.439829180575278,0.379423288664174,0.701860158937084
"hsa-miR-3605-5p","SP",123,"-0.28 (0.32)",126,"-0.12 (0.35)",0.776500609954768,0.500517897832491,0.59743498808034
"hsa-miR-885-3p","CG32",192,"-0.39 (0.27)",189,"-0.74 (0.29)",0.0605430370263004,0.115476453111309,0.0232697184137638
"hsa-miR-885-3p","CG48",197,"-0.3 (0.28)",193,"-1.15 (0.29)",0.00218892644207308,0.184908855797125,0.000608161693797768
"hsa-miR-885-3p","PB",99,"0.23 (0.42)",78,"0.84 (0.36)",0.172049413452283,0.569518236825922,0.0690864374406292
"hsa-miR-885-3p","SP",123,"-0.96 (0.37)",126,"-0.98 (0.35)",0.018873869897093,0.0263959844933591,0.0101684716645671
"hsa-miR-17-3p","CG32",192,"0.07 (0.25)",189,"-0.33 (0.26)",0.257835852707882,0.830372549418497,0.236471451124748
"hsa-miR-17-3p","CG48",197,"0.02 (0.26)",193,"-0.28 (0.26)",0.188850057158259,0.570779998056186,0.271464265481216
"hsa-miR-17-3p","PB",99,"0.74 (0.34)",78,"0.34 (0.38)",0.870035569537476,0.622496857740282,0.782057284632586
"hsa-miR-17-3p","SP",123,"-0.04 (0.28)",126,"-0.05 (0.33)",0.914726562097174,0.825879537744012,0.885415584596446
"hsa-miR-4326","CG32",192,"-0.38 (0.28)",189,"0.06 (0.28)",0.264427415560544,0.129428227813712,0.744705419848486
"hsa-miR-4326","CG48",197,"0.6 (0.26)",193,"0.11 (0.28)",0.0655847157618424,0.0826804523847853,0.653363306086387
"hsa-miR-4326","PB",99,"0.06 (0.39)",78,"-0.37 (0.44)",0.556163009870121,0.648002036740103,0.292556719056297
"hsa-miR-4326","SP",123,"-0.71 (0.34)",126,"-0.55 (0.34)",0.0821217901377238,0.038028569450215,0.110477561719471
"hsa-miR-210-3p","CG32",192,"-0.35 (0.3)",189,"-0.07 (0.3)",0.340327562965231,0.194926988529461,0.94951655696608
"hsa-miR-210-3p","CG48",197,"0.3 (0.27)",193,"0.2 (0.28)",0.284157534937374,0.117139160978152,0.390910209815073
"hsa-miR-210-3p","PB",99,"0.09 (0.35)",78,"0.06 (0.44)",0.845692246198442,0.581215591309029,0.68697594131335
"hsa-miR-210-3p","SP",123,"-0.07 (0.33)",126,"-0.52 (0.34)",0.206856336055495,0.534170552936818,0.0840399918471724
"hsa-miR-362-3p","CG32",192,"-0.04 (0.26)",189,"0.01 (0.28)",0.813648601753031,0.92508223913947,0.549194994566416
"hsa-miR-362-3p","CG48",197,"0.06 (0.25)",193,"-0.09 (0.22)",0.533757409221534,0.269217039438129,0.487312209175996
"hsa-miR-362-3p","PB",99,"-0.23 (0.39)",78,"-0.05 (0.39)",0.495447450439505,0.237327703936833,0.576229749805046
"hsa-miR-362-3p","SP",123,"0.5 (0.32)",126,"0.45 (0.3)",0.264693223487242,0.176734328673771,0.924030917193067
"hsa-miR-301a-3p","CG32",192,"0.07 (0.23)",189,"0.01 (0.22)",0.652668037948843,0.849828949396311,0.555224784813661
"hsa-miR-301a-3p","CG48",197,"0.14 (0.21)",193,"-0.07 (0.22)",0.0805103305524584,0.11761913210268,0.746737387029893
"hsa-miR-301a-3p","PB",99,"-0.12 (0.34)",78,"0.02 (0.33)",0.362248897554736,0.214289658223828,0.827691076147632
"hsa-miR-301a-3p","SP",123,"-0.2 (0.25)",126,"-0.01 (0.24)",0.468973890294881,0.746600358481686,0.329086487293736
"hsa-miR-3688-3p","CG32",192,"-0.27 (0.28)",189,"-0.15 (0.3)",0.952901458605008,0.768396308563167,0.833484536548286
"hsa-miR-3688-3p","CG48",197,"-0.21 (0.27)",193,"0.16 (0.26)",0.161667465614629,0.571981395177243,0.196428155637887
"hsa-miR-3688-3p","PB",99,"-0.18 (0.33)",78,"0 (0.43)",0.249666035392645,0.166296503169644,0.929652028754928
"hsa-miR-3688-3p","SP",123,"0.11 (0.33)",126,"-0.25 (0.36)",0.297217129156084,0.469432538269611,0.439702410195829
"hsa-miR-3177-3p","CG32",192,"-0.25 (0.29)",189,"-0.11 (0.29)",0.682365734426745,0.830509275149196,0.413359667753014
"hsa-miR-3177-3p","CG48",197,"-0.36 (0.25)",193,"-0.17 (0.28)",0.695201743408285,0.412101773459218,0.624136437503114
"hsa-miR-3177-3p","PB",99,"-0.28 (0.39)",78,"0.7 (0.48)",0.127780299569889,0.174045044560622,0.54190545438385
"hsa-miR-3177-3p","SP",123,"-0.44 (0.35)",126,"-0.16 (0.35)",0.618010770066794,0.361411049548184,0.810759912934456
"hsa-miR-589-5p","CG32",192,"0.21 (0.23)",189,"0.18 (0.23)",0.399853847952019,0.231322213573316,0.255666868010544
"hsa-miR-589-5p","CG48",197,"0.04 (0.22)",193,"0.35 (0.22)",0.13648966076425,0.332269641506444,0.0460042531748901
"hsa-miR-589-5p","PB",99,"0.31 (0.37)",78,"0.23 (0.39)",0.770601415619462,0.757296706590462,0.471473392846577
"hsa-miR-589-5p","SP",123,"-0.01 (0.27)",126,"-0.13 (0.28)",0.752567563304734,0.695112748168673,0.721689781310406
"hsa-miR-628-5p","CG32",192,"-0.04 (0.22)",189,"-0.19 (0.22)",0.25925989652645,0.783897883161726,0.297931520823815
"hsa-miR-628-5p","CG48",197,"0.17 (0.21)",193,"-0.04 (0.22)",0.0386960769533377,0.162258475235591,0.445149004321768
"hsa-miR-628-5p","PB",99,"-0.2 (0.3)",78,"-0.44 (0.34)",0.224875655205155,0.170121334269578,0.225729237544747
"hsa-miR-628-5p","SP",123,"-0.02 (0.27)",126,"0.07 (0.27)",0.209790477473725,0.354345023458656,0.165044985193088
"hsa-miR-450a-5p","CG32",192,"-0.36 (0.29)",189,"-0.53 (0.27)",0.117539123091161,0.459480681304395,0.0420140127211425
"hsa-miR-450a-5p","CG48",197,"-0.13 (0.25)",193,"-0.2 (0.29)",0.818303626048583,0.965923596229307,0.599154636157766
"hsa-miR-450a-5p","PB",99,"-0.08 (0.47)",78,"-0.84 (0.48)",0.307397045765439,0.913122585400523,0.167083632230424
"hsa-miR-450a-5p","SP",123,"-0.07 (0.33)",126,"0 (0.34)",0.893224273441091,0.766653407247553,0.869748749871925
"hsa-miR-145-5p","CG32",192,"-0.21 (0.23)",189,"0.11 (0.26)",0.514052509823273,0.346823133682186,0.902934879906588
"hsa-miR-145-5p","CG48",197,"0.2 (0.22)",193,"0.34 (0.23)",0.0874545522201562,0.189466080639927,0.0285951355808222
"hsa-miR-145-5p","PB",99,"1.16 (0.37)",78,"0.52 (0.45)",0.0828955048690158,0.0257748320342688,0.299329125224533
"hsa-miR-145-5p","SP",123,"-0.29 (0.26)",126,"-0.11 (0.28)",0.813681299272722,0.778084056053492,0.522133958890965
"hsa-miR-338-3p","CG32",192,"0.16 (0.28)",189,"-0.03 (0.26)",0.602294976916013,0.817015533175599,0.481589575390748
"hsa-miR-338-3p","CG48",197,"0.08 (0.27)",193,"0.03 (0.28)",0.37309348350329,0.174841922558133,0.529943070211529
"hsa-miR-338-3p","PB",99,"-0.09 (0.34)",78,"0.67 (0.37)",0.39784697152517,0.711583195165602,0.358951347072225
"hsa-miR-338-3p","SP",123,"0.26 (0.35)",126,"0.22 (0.35)",0.652881924008911,0.498970833463588,0.409471936793603
"hsa-miR-3158-3p","CG32",192,"-0.17 (0.27)",189,"-0.05 (0.29)",0.962945431605752,0.913152272280252,0.790447572474208
"hsa-miR-3158-3p","CG48",197,"0.24 (0.27)",193,"-0.04 (0.27)",0.441170710196655,0.221864899287054,0.408183137923846
"hsa-miR-3158-3p","PB",99,"-0.5 (0.4)",78,"-0.7 (0.41)",0.0754462646934199,0.0275336847656256,0.273290661348825
"hsa-miR-3158-3p","SP",123,"-0.44 (0.36)",126,"-0.33 (0.36)",0.48411192667719,0.243653779149939,0.526224048384567
"hsa-miR-1284","CG32",192,"-0.38 (0.27)",189,"-0.07 (0.27)",0.334042155910569,0.171159469353645,0.255099036740614
"hsa-miR-1284","CG48",197,"0.15 (0.3)",193,"0.16 (0.25)",0.633141611585177,0.367773784933666,0.481490173497995
"hsa-miR-1284","PB",99,"-0.57 (0.4)",78,"-0.34 (0.44)",0.581472079720967,0.360647261899942,0.388517438731425
"hsa-miR-1284","SP",123,"-0.1 (0.37)",126,"-0.21 (0.36)",0.44410415039565,0.728342103446443,0.220948537667793
"hsa-miR-499a-5p","CG32",192,"0.21 (0.29)",189,"-0.2 (0.25)",0.224108022054491,0.160652171224864,0.860636444754247
"hsa-miR-499a-5p","CG48",197,"0.23 (0.25)",193,"-0.08 (0.28)",0.393036306519723,0.196935951478058,0.31509613281117
"hsa-miR-499a-5p","PB",99,"-0.17 (0.4)",78,"0.02 (0.44)",0.659554338724682,0.401232417227475,0.913971536419179
"hsa-miR-499a-5p","SP",123,"-0.47 (0.34)",126,"-0.64 (0.35)",0.324849817541335,0.588379918845008,0.141281575748102
"hsa-miR-6842-3p","CG32",192,"0.09 (0.31)",189,"0 (0.28)",0.382976149121244,0.694674653152862,0.360848669995195
"hsa-miR-6842-3p","CG48",197,"-0.4 (0.29)",193,"-0.73 (0.3)",0.0348551291601085,0.349279880448591,0.0132549656280814
"hsa-miR-6842-3p","PB",99,"-0.54 (0.41)",78,"0.74 (0.46)",0.0225549169682346,0.0497689583404274,0.536999342136419
"hsa-miR-6842-3p","SP",123,"0.31 (0.36)",126,"0.6 (0.37)",0.407704536502579,0.691075412748667,0.213284236232193
"hsa-miR-548j-5p","CG32",192,"0.06 (0.26)",189,"-0.1 (0.24)",0.764507393889962,0.598861423726296,0.946092320521735
"hsa-miR-548j-5p","CG48",197,"0.26 (0.24)",193,"-0.3 (0.26)",0.0586425406111095,0.287885333628531,0.259746687483267
"hsa-miR-548j-5p","PB",99,"0.24 (0.31)",78,"-0.11 (0.4)",0.782442972593992,0.701227794293557,0.524200310002157
"hsa-miR-548j-5p","SP",123,"0.07 (0.28)",126,"-0.11 (0.28)",0.42272311862386,0.398927564091356,0.2917787135921
"hsa-miR-29c-5p","CG32",192,"0.05 (0.26)",189,"0.04 (0.24)",0.343571121061786,0.967171787241395,0.236496522329916
"hsa-miR-29c-5p","CG48",197,"-0.08 (0.24)",193,"0.08 (0.25)",0.38207047626144,0.413248071811132,0.641184086743568
"hsa-miR-29c-5p","PB",99,"-0.28 (0.37)",78,"-0.31 (0.38)",0.155579029118879,0.0903546648582315,0.199593193173984
"hsa-miR-29c-5p","SP",123,"-0.52 (0.3)",126,"-0.21 (0.29)",0.5141781932916,0.348180055674365,0.950240013686964
"hsa-miR-324-5p","CG32",192,"-0.26 (0.28)",189,"0.02 (0.26)",0.933697898649558,0.97427678088001,0.745854940953965
"hsa-miR-324-5p","CG48",197,"0.51 (0.26)",193,"0.32 (0.27)",0.0550644256883331,0.0250251898438057,0.121255471113121
"hsa-miR-324-5p","PB",99,"-0.12 (0.41)",78,"0.14 (0.42)",0.527888636479737,0.321693498579835,0.375966594422792
"hsa-miR-324-5p","SP",123,"-0.01 (0.33)",126,"-0.1 (0.32)",0.984601490159083,0.956866729619125,0.870180912706249
"hsa-miR-6513-3p","CG32",192,"0.12 (0.27)",189,"0.12 (0.26)",0.687294976383498,0.641111890901164,0.733994613663647
"hsa-miR-6513-3p","CG48",197,"-0.43 (0.24)",193,"0 (0.26)",0.451282079918263,0.341104902726214,0.873596931981182
"hsa-miR-6513-3p","PB",99,"-0.78 (0.35)",78,"-0.13 (0.45)",0.004466470303122,0.0025580825698997,0.263131831341772
"hsa-miR-6513-3p","SP",123,"-0.31 (0.33)",126,"0.08 (0.31)",0.330647443800677,0.379854010788514,0.634022717900214
"hsa-miR-362-5p","CG32",192,"0.15 (0.28)",189,"0.27 (0.27)",0.510103945741697,0.589983943682384,0.272864411976645
"hsa-miR-362-5p","CG48",197,"0.4 (0.27)",193,"0.33 (0.26)",0.34869064571981,0.191172353454117,0.310037950385441
"hsa-miR-362-5p","PB",99,"0.69 (0.37)",78,"0.66 (0.42)",0.402029468667296,0.462158783259893,0.204961013745333
"hsa-miR-362-5p","SP",123,"0.03 (0.32)",126,"0.11 (0.29)",0.801883212486513,0.831394043591947,0.54407196291236
"hsa-miR-590-3p","CG32",192,"-0.36 (0.25)",189,"-0.01 (0.28)",0.238859424846152,0.0966721648868609,0.336491161827912
"hsa-miR-590-3p","CG48",197,"-0.02 (0.26)",193,"0.11 (0.27)",0.941268159922226,0.914417434306648,0.814709313396109
"hsa-miR-590-3p","PB",99,"-0.29 (0.42)",78,"-0.21 (0.46)",0.619820696906595,0.47804267726726,0.360466783156947
"hsa-miR-590-3p","SP",123,"0.09 (0.35)",126,"-0.22 (0.37)",0.899378077643499,0.937779924845482,0.729518353163222
"hsa-miR-1285-3p","CG32",192,"-0.26 (0.29)",189,"0.11 (0.27)",0.8198148948194,0.567340926429493,0.950279567872092
"hsa-miR-1285-3p","CG48",197,"0.36 (0.28)",193,"0.16 (0.28)",0.0866131985679296,0.0291418303365044,0.194741745898532
"hsa-miR-1285-3p","PB",99,"0.1 (0.41)",78,"0.1 (0.37)",0.874472954491914,0.986296404943335,0.64662290941377
"hsa-miR-1285-3p","SP",123,"-0.41 (0.32)",126,"-0.05 (0.37)",0.181348742250559,0.106635828509421,0.946150924811264
"hsa-miR-5189-5p","CG32",192,"0.01 (0.25)",189,"-0.13 (0.27)",0.408475805593727,0.80617424379736,0.252612312134527
"hsa-miR-5189-5p","CG48",197,"0.32 (0.24)",193,"0.1 (0.26)",0.369774878488489,0.221482722174771,0.819628417744266
"hsa-miR-5189-5p","PB",99,"-0.36 (0.33)",78,"0.25 (0.33)",0.127682236059698,0.0750397384378494,0.675026162962175
"hsa-miR-5189-5p","SP",123,"-0.29 (0.28)",126,"0.24 (0.3)",0.476616067556841,0.826599722572809,0.437666544432194
"hsa-miR-548e-3p","CG32",192,"0.12 (0.29)",189,"0.16 (0.28)",0.539269723241649,0.288771288959164,0.80328846265536
"hsa-miR-548e-3p","CG48",197,"0.35 (0.27)",193,"-0.05 (0.26)",0.244045928954786,0.113983841490356,0.774900428530585
"hsa-miR-548e-3p","PB",99,"0.33 (0.42)",78,"0.09 (0.41)",0.998102633752104,0.951142518040195,0.977484594561929
"hsa-miR-548e-3p","SP",123,"0.39 (0.34)",126,"0.15 (0.38)",0.728854393884659,0.443259268603873,0.578737552174496
"hsa-miR-497-5p","CG32",192,"0.13 (0.29)",189,"-0.4 (0.28)",0.139490313458084,0.725038268412957,0.138516676924193
"hsa-miR-497-5p","CG48",197,"0.2 (0.27)",193,"0.01 (0.26)",0.446612057406035,0.253602475685012,0.900720718346376
"hsa-miR-497-5p","PB",99,"-0.04 (0.41)",78,"0.09 (0.39)",0.859285917473127,0.819891481117306,0.749814322900659
"hsa-miR-497-5p","SP",123,"-0.57 (0.35)",126,"-0.28 (0.32)",0.495400212483522,0.255172993034775,0.463057626090159
"hsa-miR-548ad-5p|hsa-miR-548ae-5p","CG32",192,"-0.1 (0.27)",189,"0.17 (0.28)",0.856319349741842,0.696687198252235,0.609527562584174
"hsa-miR-548ad-5p|hsa-miR-548ae-5p","CG48",197,"0 (0.29)",193,"-0.18 (0.26)",0.451689728446394,0.280736828541972,0.990135759318076
"hsa-miR-548ad-5p|hsa-miR-548ae-5p","PB",99,"0.54 (0.41)",78,"0.7 (0.43)",0.239355485655637,0.606612225357663,0.105119649994609
"hsa-miR-548ad-5p|hsa-miR-548ae-5p","SP",123,"-0.19 (0.29)",126,"0.14 (0.39)",0.287597714595698,0.406408217088433,0.503124912415647
"hsa-miR-3928-3p","CG32",192,"0.1 (0.25)",189,"-0.15 (0.25)",0.0397794197037889,0.122919284262976,0.511456527442523
"hsa-miR-3928-3p","CG48",197,"-0.12 (0.24)",193,"-0.25 (0.25)",0.419547297651358,0.721203508341248,0.247934387533796
"hsa-miR-3928-3p","PB",99,"-0.16 (0.33)",78,"0.24 (0.4)",0.184468268166379,0.269984587597689,0.564545590332118
"hsa-miR-3928-3p","SP",123,"-0.05 (0.29)",126,"-0.15 (0.29)",0.875023912775685,0.658223099466434,0.742971624970991
"hsa-miR-376a-3p","CG32",192,"-0.3 (0.27)",189,"-0.49 (0.27)",0.0977774690261815,0.93517143159561,0.07426675098165
"hsa-miR-376a-3p","CG48",197,"0.22 (0.26)",193,"0.34 (0.25)",0.598428849348612,0.347255613849557,0.781111134926268
"hsa-miR-376a-3p","PB",99,"-0.15 (0.41)",78,"-0.06 (0.41)",0.368702904659379,0.174609042907855,0.496045745668796
"hsa-miR-376a-3p","SP",123,"-0.32 (0.31)",126,"0.14 (0.29)",0.291842188238453,0.742948655440381,0.296031395692322
"hsa-miR-1307-5p","CG32",192,"0.08 (0.28)",189,"0.16 (0.28)",0.737097240134,0.60123186308451,0.463278108297375
"hsa-miR-1307-5p","CG48",197,"0.13 (0.26)",193,"-0.1 (0.26)",0.580906732686625,0.597862929492952,0.616352373512703
"hsa-miR-1307-5p","PB",99,"-0.25 (0.37)",78,"-0.44 (0.42)",0.116453579289847,0.10473428874124,0.0678352038538108
"hsa-miR-1307-5p","SP",123,"-0.15 (0.35)",126,"-0.49 (0.35)",0.873878670785657,0.908528673679788,0.632637914432483
"hsa-miR-369-5p","CG32",192,"0.08 (0.25)",189,"0.1 (0.22)",0.368442275626872,0.321152048507368,0.870004298704038
"hsa-miR-369-5p","CG48",197,"0.48 (0.22)",193,"0.2 (0.23)",0.0186758955797911,0.0200376295863632,0.698526216084675
"hsa-miR-369-5p","PB",99,"0.03 (0.31)",78,"0 (0.37)",0.519559633019066,0.317351420195976,0.772949959224646
"hsa-miR-369-5p","SP",123,"-0.12 (0.29)",126,"0.58 (0.3)",0.0744873564070269,0.682522625107578,0.0595088833569318
"hsa-miR-7706","CG32",192,"-0.49 (0.29)",189,"-0.7 (0.28)",0.22582755716538,0.522692138643107,0.0905626074916968
"hsa-miR-7706","CG48",197,"0.24 (0.24)",193,"-0.04 (0.29)",0.152753285417316,0.0764376680360195,0.82108904877414
"hsa-miR-7706","PB",99,"-0.89 (0.38)",78,"0.35 (0.42)",0.0119223732515581,0.0141163841655715,0.839875191571661
