id,name,subgroup,n,mean,sd,se,ci,median,iqr,type
exRNA000189,hsa-miR-651-5p,SIRD,78,3.78285774611364,2.44969206193368,0.277373006245383,0.552320217848208,4.49156923005108,1.63764636312866,MIR
exRNA000190,hsa-miR-760,SIDD,220,2.82258739685945,3.09422533277247,0.208612629378548,0.41114532026796,3.66759529922166,5.47810085384151,MIR
exRNA000190,hsa-miR-760,MARD,248,2.68339457890282,3.25248944733276,0.20653328643902,0.406791008406786,3.86368791974575,7.2963212326701,MIR
exRNA000190,hsa-miR-760,MOD,127,2.63176963035209,3.02411924821123,0.26834719001508,0.531051200166633,3.45606161848816,5.89727485060139,MIR
exRNA000190,hsa-miR-760,SIRD,78,3.18937822235112,2.82781156339631,0.320186609012216,0.637572992540078,4.13562402074267,3.24305556779586,MIR
exRNA000191,hsa-miR-424-5p,SIDD,220,5.26580407116083,2.42423271357313,0.16344173620699,0.322120023021408,5.8492645877285,1.37516493611865,MIR
exRNA000191,hsa-miR-424-5p,MARD,248,5.63829042514969,1.88621928970129,0.119775044671136,0.235910695287005,5.97368796860383,1.22452295413088,MIR
exRNA000191,hsa-miR-424-5p,MOD,127,4.86565335190192,2.48112737951747,0.220164453090537,0.435698980269515,5.53875643155763,1.49237926029088,MIR
exRNA000191,hsa-miR-424-5p,SIRD,78,5.32526613157405,1.91213740202594,0.216506926644288,0.43112036931247,5.7403551717724,1.72362202970838,MIR
exRNA000192,hsa-miR-183-5p,SIDD,220,8.64255924758307,1.86678748599102,0.125858786630325,0.248049465134554,8.91367823958788,1.16545235736109,MIR
exRNA000192,hsa-miR-183-5p,MARD,248,8.72662721968381,1.36201301603387,0.0864879130061069,0.170347869601835,8.94228122297798,1.05618302517161,MIR
exRNA000192,hsa-miR-183-5p,MOD,127,8.35850266075449,2.10834569142229,0.187085427338299,0.370236560763344,8.90976831161404,1.06772225974674,MIR
exRNA000192,hsa-miR-183-5p,SIRD,78,8.62743908956045,1.10608881472111,0.125239896263293,0.249384493912267,8.83319493589473,1.08893621061729,MIR
exRNA000193,hsa-miR-628-3p,SIDD,220,4.9325815128793,2.77949702944308,0.187393651496751,0.369325783823984,5.67420561757169,1.99757992118406,MIR
exRNA000193,hsa-miR-628-3p,MARD,248,4.71466973157458,2.99387949862271,0.190111538274175,0.374446490915404,5.56301456118392,2.09048805298901,MIR
exRNA000193,hsa-miR-628-3p,MOD,127,4.84251986902858,2.84319337876686,0.252292615217756,0.49927966861527,5.59168800358871,1.86048924947993,MIR
exRNA000193,hsa-miR-628-3p,SIRD,78,4.73470277443133,3.0143084143925,0.341303219144544,0.679621535281777,5.56518969056193,1.95581466887696,MIR
exRNA000194,hsa-miR-432-5p,SIDD,220,4.97483293725396,3.70120827275201,0.249535410843722,0.491798203757693,5.76016580657923,3.93466834001338,MIR
exRNA000194,hsa-miR-432-5p,MARD,248,4.44969762892174,3.63139285312371,0.230593676767148,0.454180708212535,5.16622963148144,3.9283406830897,MIR
exRNA000194,hsa-miR-432-5p,MOD,127,4.38429673648082,3.80942087479867,0.338031441035822,0.668954284358416,4.94679345553547,4.71421780250573,MIR
exRNA000194,hsa-miR-432-5p,SIRD,78,4.37277124342605,3.58610585941847,0.406046530663091,0.808541938915083,5.06701185409724,3.48023045478843,MIR
exRNA000195,hsa-miR-4286,SIDD,220,4.224052179733,3.29106453552656,0.221883525720966,0.437300337551433,5.26549552097007,3.28973585211021,MIR
exRNA000195,hsa-miR-4286,MARD,248,4.10764474229739,3.29229877326089,0.209061181163352,0.411769987155381,5.05759470779939,3.42084980548803,MIR
exRNA000195,hsa-miR-4286,MOD,127,3.91593882523813,3.24238803684642,0.287715413054861,0.569380344175156,4.87605510653622,3.46343663167655,MIR
exRNA000195,hsa-miR-4286,SIRD,78,4.00344811977631,3.51386366925461,0.397866713381206,0.792253841799057,5.05822597213172,4.37937711707783,MIR
exRNA000196,hsa-miR-326,SIDD,220,3.81314917459317,3.37768810928014,0.22772368587204,0.448810448530247,4.79626160110217,4.03073405857578,MIR
exRNA000196,hsa-miR-326,MARD,248,3.20543431577488,3.56420015976328,0.226326936472018,0.445776873570713,4.27704269650704,7.97631361005602,MIR
exRNA000196,hsa-miR-326,MOD,127,3.26395511666745,3.42799475132084,0.304185345682882,0.601973856662775,4.1217288942433,6.3153831499284,MIR
exRNA000196,hsa-miR-326,SIRD,78,3.47574473157255,3.42523681509705,0.387831698224097,0.772271573759674,4.49640519420185,4.26429573648164,MIR
exRNA000198,hsa-miR-485-3p,SIDD,220,4.1632317704526,3.46984078297563,0.233936617865152,0.461055238894669,5.03047739490657,3.58990725539523,MIR
exRNA000198,hsa-miR-485-3p,MARD,248,3.41836783313726,3.58013586233221,0.227338854597063,0.44776996244084,4.33170989461904,6.74599062376059,MIR
exRNA000198,hsa-miR-485-3p,MOD,127,3.70581227590789,3.58215612834371,0.317864955823061,0.629045402976884,4.78854789285696,5.02772916321155,MIR
exRNA000198,hsa-miR-485-3p,SIRD,78,3.19999961960113,3.43320640382837,0.388734076453302,0.774068438374881,4.0323260870786,6.5053069038031,MIR
exRNA000199,hsa-miR-382-5p,SIDD,220,6.39108596347025,3.11445120671134,0.209976257521327,0.413832834111966,6.83989209870715,3.2199688529525,MIR
exRNA000199,hsa-miR-382-5p,MARD,248,6.08275348241985,3.05416844304082,0.193939890073079,0.381986869106558,6.45762983759596,3.02839547287533,MIR
exRNA000199,hsa-miR-382-5p,MOD,127,5.75870956953248,3.44936624123343,0.306081758751868,0.60572680237553,6.33362867361926,3.30291393680012,MIR
exRNA000199,hsa-miR-382-5p,SIRD,78,5.60955853350394,3.46574491164901,0.392418336966367,0.781404738315278,6.11028957971279,2.62399694417613,MIR
exRNA000200,hsa-miR-152-3p,SIDD,220,3.90926093481529,2.92661691039149,0.197312471846854,0.388874344146875,4.97751522525275,2.35788352411765,MIR
exRNA000200,hsa-miR-152-3p,MARD,248,3.91035870891517,2.82630252977214,0.179470390111011,0.353487528481144,4.8390345424105,2.43334363045786,MIR
exRNA000200,hsa-miR-152-3p,MOD,127,4.17651036019405,2.7917715089658,0.247729662128325,0.490249718593022,5.06837647494399,2.4825138113103,MIR
exRNA000200,hsa-miR-152-3p,SIRD,78,4.54967541004705,2.461084720229,0.278662970779947,0.554888865397555,5.17936757068641,2.13557127992289,MIR
exRNA000201,hsa-miR-454-3p,SIDD,220,5.32005665849841,2.56388174380966,0.172856871904849,0.340675893744068,5.9656284989633,1.63881082941294,MIR
exRNA000201,hsa-miR-454-3p,MARD,248,5.23772501895431,2.67266847544996,0.169714617905775,0.334272415597505,5.90580826268041,1.98790216004916,MIR
exRNA000201,hsa-miR-454-3p,MOD,127,4.87488988791,2.95927494434886,0.262593188501997,0.519664200328432,5.68461823513036,1.99416678085573,MIR
exRNA000201,hsa-miR-454-3p,SIRD,78,5.00034398816554,2.5805859390361,0.292193819340704,0.581832227067496,5.72607107244014,2.30999869300604,MIR
exRNA000202,hsa-miR-3143,SIDD,220,3.20002031522337,2.78303174304081,0.187631961838895,0.369795459040847,4.2673311658758,2.80022020349178,MIR
exRNA000202,hsa-miR-3143,MARD,248,3.18085798541001,2.86780256840793,0.18210564519964,0.358677965787379,4.27348774448125,2.71207109256667,MIR
exRNA000202,hsa-miR-3143,MOD,127,3.14934813190259,2.81632657641959,0.249908572022752,0.49456171721848,4.16748218894045,2.4079429175921,MIR
exRNA000202,hsa-miR-3143,SIRD,78,3.03799390162083,2.85874323536828,0.323688931192372,0.644547006975379,4.30365276939103,2.82883187980286,MIR
exRNA000203,hsa-miR-939-5p,SIDD,220,0.306474293463115,2.54837433947952,0.171811362918195,0.338615346746308,-1.99684268649924,4.64668273868357,MIR
exRNA000203,hsa-miR-939-5p,MARD,248,0.235543987779625,2.57700588987878,0.163640037647422,0.322307832689108,-1.99684268649924,4.81815788117056,MIR
exRNA000203,hsa-miR-939-5p,MOD,127,0.501491659516594,2.55534542614867,0.226750239769971,0.448732058499096,-0.0144726353641952,4.86463075405118,MIR
exRNA000203,hsa-miR-939-5p,SIRD,78,0.156077937622978,2.40189686823165,0.271961266228253,0.541544066752399,-1.99684268649924,4.50412234638274,MIR
exRNA000205,hsa-miR-146b-3p,SIDD,220,0.714812063760166,2.79008326236828,0.188107375174968,0.370732429965867,0.388519107586038,5.42141166560088,MIR
exRNA000205,hsa-miR-146b-3p,MARD,248,0.29495340806889,2.81097686713925,0.178497209560641,0.351570737709679,-1.99684268649924,5.42828344715698,MIR
exRNA000205,hsa-miR-146b-3p,MOD,127,1.07596790436926,2.88060450539084,0.255612315891195,0.505849258655412,2.21901086070496,5.69230347186428,MIR
exRNA000205,hsa-miR-146b-3p,SIRD,78,1.23265554218353,2.85824186375211,0.323632162035716,0.644433965142665,2.36458353149688,5.64066711557601,MIR
exRNA000206,hsa-miR-9-5p,SIDD,220,2.0274392438803,3.05260238352044,0.205806410712445,0.405614669148448,3.0777917596016,6.37274315450637,MIR
exRNA000206,hsa-miR-9-5p,MARD,248,1.7966615937033,3.03888775561163,0.192969565451,0.380075703413594,2.90890054716548,6.2784770036917,MIR
exRNA000206,hsa-miR-9-5p,MOD,127,1.74950891154934,2.85814235423994,0.253619122287271,0.501904787109172,2.94028008935605,5.95729685695086,MIR
exRNA000206,hsa-miR-9-5p,SIRD,78,1.69190299113448,3.05330182108372,0.345718353032497,0.688413190042393,2.9134581211236,6.17220447279531,MIR
exRNA000207,hsa-miR-330-5p,SIDD,220,-0.0711569842636116,2.4141793409724,0.162763937964519,0.320784180717383,-1.99684268649924,4.45266948115169,MIR
exRNA000207,hsa-miR-330-5p,MARD,248,-0.349585657041319,2.43969553584422,0.154920821447007,0.305134335807137,-1.99684268649924,4.18526726915203,MIR
exRNA000207,hsa-miR-330-5p,MOD,127,-0.295119550432472,2.44096243032279,0.21660039017871,0.428645804543365,-1.99684268649924,3.75812937713843,MIR
exRNA000207,hsa-miR-330-5p,SIRD,78,0.0243433113502644,2.49371368170282,0.282357473152427,0.562245559485527,-1.99684268649924,4.52539951591253,MIR
exRNA000208,hsa-miR-329-3p,SIDD,220,4.3167144330966,3.56432192243197,0.240306534987835,0.47360942424427,5.29841640768483,4.1302706582362,MIR
exRNA000208,hsa-miR-329-3p,MARD,248,3.55483905575239,3.71381883129694,0.235827731615205,0.464489779870708,4.41601899885996,8.53429583109175,MIR
exRNA000208,hsa-miR-329-3p,MOD,127,4.04252835952339,3.51993896034318,0.312344074920791,0.618119741974199,4.71071565716494,3.99154525967637,MIR
exRNA000208,hsa-miR-329-3p,SIRD,78,3.38661942187832,3.68132881689834,0.416828407450868,0.830011398459282,4.45428691551855,7.83910697688706,MIR
exRNA000209,hsa-miR-642a-3p,SIDD,220,3.50199750153517,2.72341705532347,0.183612740412913,0.361874154921648,4.23034637005769,2.6479497942879,MIR
exRNA000209,hsa-miR-642a-3p,MARD,248,3.3784679543125,2.95234529591627,0.187474113764891,0.369251780686236,4.0771563148881,3.36079202207812,MIR
exRNA000209,hsa-miR-642a-3p,MOD,127,2.98789765613685,3.05734023847674,0.271295076211215,0.536884980286798,4.03597786440858,4.45148083208335,MIR
exRNA000209,hsa-miR-642a-3p,SIRD,78,3.79457003099695,2.4596755496469,0.278503413631217,0.55457114652383,4.47267143830243,2.49112187507775,MIR
exRNA000210,hsa-miR-194-5p,SIDD,220,6.37333740884634,2.19369680962686,0.147899008733648,0.291487555160276,6.85895856940675,1.43155287460614,MIR
exRNA000210,hsa-miR-194-5p,MARD,248,6.74783587575223,2.15696284590434,0.136967277682271,0.269772771100286,7.09696297989766,1.38034113446379,MIR
exRNA000210,hsa-miR-194-5p,MOD,127,7.05323763593522,2.31747591180937,0.205642733575909,0.406960924259712,7.3533658374729,1.69018372090416,MIR
exRNA000210,hsa-miR-194-5p,SIRD,78,7.06939529349651,1.83681263010478,0.207978075709437,0.414137257400835,7.25001903159334,2.13799244232045,MIR
exRNA000211,hsa-miR-4732-3p,SIDD,220,6.55878847736896,2.34610692530002,0.158174496636133,0.311739055643071,7.28127643059381,1.09214623717429,MIR
exRNA000211,hsa-miR-4732-3p,MARD,248,6.50003804406956,2.37622132984345,0.15089020533534,0.297195574841118,7.20220825177199,1.1830328906954,MIR
exRNA000211,hsa-miR-4732-3p,MOD,127,6.29894411731013,2.58559661958408,0.229434599111223,0.454044326720612,7.08477687907097,1.35097114774758,MIR
exRNA000211,hsa-miR-4732-3p,SIRD,78,5.78537301906995,2.78173229644195,0.314969159439952,0.62718372314659,6.88895850474175,1.62802618490052,MIR
exRNA000212,hsa-miR-370-3p,SIDD,220,1.16105652468207,3.36272362314751,0.226714780422795,0.446822041810646,0.482483018946404,6.23555382270984,MIR
exRNA000212,hsa-miR-370-3p,MARD,248,0.750435545609913,3.24225556905373,0.205883434518449,0.405511050475346,-1.99684268649924,5.84469072135215,MIR
exRNA000212,hsa-miR-370-3p,MOD,127,0.396378127807201,3.17600000567199,0.281824427893865,0.557722257724783,-1.99684268649924,5.45816998672194,MIR
exRNA000212,hsa-miR-370-3p,SIRD,78,0.945695241665888,3.21876687538333,0.36445358112619,0.725719795332563,-1.07391041643294,5.9821539209105,MIR
exRNA000213,hsa-miR-3940-3p,SIDD,220,1.73597856348773,2.76713032024183,0.186559888132491,0.36768255682259,2.59641251293718,5.96141462191665,MIR
exRNA000213,hsa-miR-3940-3p,MARD,248,1.55293396528073,2.79562388869867,0.177522294454749,0.349650530532062,2.39148633659416,5.91537169628094,MIR
exRNA000213,hsa-miR-3940-3p,MOD,127,1.23944128693761,2.72806232499101,0.242076386217363,0.479062051760288,1.79151283740385,5.5731064567982,MIR
exRNA000213,hsa-miR-3940-3p,SIRD,78,1.44369585714786,2.84829091796774,0.32250543929775,0.642190373538306,2.24651047557974,5.58902712437528,MIR
exRNA000214,hsa-miR-24-2-5p,SIDD,220,2.58217456563055,2.97602766471607,0.200643744223838,0.395439800190523,3.73407770529107,6.7395700351645,MIR
exRNA000214,hsa-miR-24-2-5p,MARD,248,2.53344281277697,3.01447502119234,0.191419355265164,0.377022386557936,3.78008609386023,6.6500393586328,MIR
exRNA000214,hsa-miR-24-2-5p,MOD,127,1.80094235574885,2.96201946478362,0.262836725309298,0.520146152510583,2.90619158309874,6.32564324701216,MIR
exRNA000214,hsa-miR-24-2-5p,SIRD,78,2.52815182491356,2.72269679460931,0.308284705147522,0.613873274156016,3.61119304295964,3.55389972589866,MIR
exRNA000215,hsa-miR-1306-5p,SIDD,220,5.75185989659382,2.17994004168848,0.146971527628449,0.289659624046155,6.29909370379289,1.47660518573108,MIR
exRNA000215,hsa-miR-1306-5p,MARD,248,5.76024978256601,2.0185642219015,0.128178956269766,0.252463163572921,6.26028270397112,1.4722359952421,MIR
exRNA000215,hsa-miR-1306-5p,MOD,127,5.59772246551606,2.4203036994388,0.214767224246092,0.425018023054141,6.15263118558902,1.50146024288146,MIR
exRNA000215,hsa-miR-1306-5p,SIRD,78,5.54005277909333,1.97060450631194,0.223127022587886,0.444302664458051,5.80675612382948,1.26043701984566,MIR
exRNA000216,hsa-miR-550a-3-5p|hsa-miR-550a-5p,SIDD,220,3.48416337910367,2.79769928493558,0.188620847311708,0.371744409282447,4.4424314295784,2.1275883093999,MIR
exRNA000216,hsa-miR-550a-3-5p|hsa-miR-550a-5p,MARD,248,3.206273375532,2.797790891381,0.177659899262682,0.349921558992151,4.2392822932606,2.26411875459352,MIR
exRNA000216,hsa-miR-550a-3-5p|hsa-miR-550a-5p,MOD,127,3.55985417034961,2.55000615454642,0.226276456028791,0.4477944544036,4.27453886538459,2.01980021201117,MIR
exRNA000216,hsa-miR-550a-3-5p|hsa-miR-550a-5p,SIRD,78,3.29138388388376,2.82808219865082,0.320217252420547,0.637634011361607,4.4425463904014,2.61574050328393,MIR
exRNA000217,hsa-miR-10b-3p,SIDD,220,2.38008748437274,2.78079278443911,0.187481011280763,0.369497957323176,3.29164824831115,4.22442898725852,MIR
exRNA000217,hsa-miR-10b-3p,MARD,248,2.31328885253144,2.86081635081398,0.181662019938799,0.357804194927855,3.22226175256866,5.10849441678146,MIR
exRNA000217,hsa-miR-10b-3p,MOD,127,2.05479755304501,2.76981344444432,0.245781198979594,0.486393767302621,2.84259105604437,6.35040839333504,MIR
exRNA000217,hsa-miR-10b-3p,SIRD,78,2.33751359675267,2.77326292574286,0.314010192046329,0.625274175109003,2.85579593096351,4.14754122095204,MIR
exRNA000218,hsa-miR-744-5p,SIDD,220,4.11833743283657,3.52752679092445,0.237825807727666,0.468720269609108,5.0534855505944,4.08456479268455,MIR
exRNA000218,hsa-miR-744-5p,MARD,248,3.83967796007111,3.53138777155971,0.224243347737501,0.441673006455475,4.83064226629739,4.16168430981019,MIR
exRNA000218,hsa-miR-744-5p,MOD,127,3.95269165430175,3.47636186209171,0.3084772327413,0.61046737497845,4.87838629867859,3.72938369032196,MIR
exRNA000218,hsa-miR-744-5p,SIRD,78,3.92900885121573,3.46110933160133,0.391893460883574,0.780359576508382,4.61364381466547,3.85809631970037,MIR
exRNA000219,hsa-miR-93-3p,SIDD,220,3.77191740083758,2.84670614648597,0.191924889243411,0.378256198056863,4.80126302367866,2.21997912610805,MIR
exRNA000219,hsa-miR-93-3p,MARD,248,3.6895828498641,2.92169402244188,0.185527755952908,0.365418205620888,4.85953881571089,2.09735362898288,MIR
exRNA000219,hsa-miR-93-3p,MOD,127,3.77881120622113,2.83525892431296,0.251588546236924,0.497886336800428,4.93127991292579,2.16174511615914,MIR
exRNA000219,hsa-miR-93-3p,SIRD,78,3.35175962811717,3.14054505213261,0.355596703722619,0.708083499273287,4.6493279930997,3.44306938688254,MIR
exRNA000220,hsa-miR-130b-3p,SIDD,220,5.52257003375898,2.11009418665247,0.142262521042558,0.280378853142363,6.08599354195995,0.904205961394052,MIR
exRNA000220,hsa-miR-130b-3p,MARD,248,5.74049642576056,1.88623680205305,0.119776156706585,0.235912885568433,6.1010037197773,1.08672398672239,MIR
exRNA000220,hsa-miR-130b-3p,MOD,127,5.45525490686107,2.25263594048455,0.199889116513365,0.395574685237827,6.04380317362037,1.3233110163773,MIR
exRNA000220,hsa-miR-130b-3p,SIRD,78,5.4186732688595,2.41745666632483,0.273723066431936,0.54505225915178,5.96646649253399,1.49637940821166,MIR
exRNA000221,hsa-miR-503-5p,SIDD,220,6.27626369126275,2.26465498034898,0.152683007627798,0.300916125057295,6.88226834153464,0.983931102890714,MIR
exRNA000221,hsa-miR-503-5p,MARD,248,6.58417707247111,1.84125783681877,0.11691998955804,0.23028733660939,6.9581772291034,0.959544839546107,MIR
exRNA000221,hsa-miR-503-5p,MOD,127,6.07514807495528,2.40572287931614,0.213473385681245,0.422457554570589,6.71928214478994,1.01928014593999,MIR
exRNA000221,hsa-miR-503-5p,SIRD,78,5.92388084779268,2.40935243601881,0.272805443046444,0.543225037552107,6.59559968647977,1.08516626110696,MIR
exRNA000222,hsa-miR-21-3p,SIDD,220,3.88057047016091,2.76795352527689,0.186615388604632,0.36779194022599,4.81589320141291,2.30768464897361,MIR
exRNA000222,hsa-miR-21-3p,MARD,248,3.63731548739752,2.94501531529211,0.187008659529802,0.368335015156942,4.53136865853306,2.7660264231263,MIR
exRNA000222,hsa-miR-21-3p,MOD,127,3.44048535551489,2.9948668518016,0.265751459578069,0.525914325941096,4.39728543441944,3.42760670175552,MIR
exRNA000222,hsa-miR-21-3p,SIRD,78,4.08030353211947,2.72569558948182,0.308624251803948,0.614549397928063,4.88601156312669,2.4776380580056,MIR
exRNA000223,hsa-miR-7-1-3p,SIDD,220,2.91394615577324,3.05698729394121,0.206102041312704,0.406197314303666,4.18694977977588,5.03600272586005,MIR
exRNA000223,hsa-miR-7-1-3p,MARD,248,2.81401401688707,3.12753405705242,0.198598611221539,0.391162755020849,4.06943821428237,7.20570571251529,MIR
exRNA000223,hsa-miR-7-1-3p,MOD,127,2.68551964079746,3.07091112836603,0.272499297959398,0.539268099724729,3.93913417092827,7.0134562183945,MIR
exRNA000223,hsa-miR-7-1-3p,SIRD,78,3.21152212910264,3.12704451206538,0.354068068575952,0.705039597818541,4.49254045454795,3.82712774157419,MIR
exRNA000224,hsa-miR-340-3p,SIDD,220,4.29407864410193,2.92180648264234,0.196988152874168,0.388235158358884,5.11937180989437,2.33554896389485,MIR
exRNA000224,hsa-miR-340-3p,MARD,248,4.34451034993529,2.76647254840427,0.175671182494942,0.34600455310253,5.12343566997338,2.37458167585761,MIR
exRNA000224,hsa-miR-340-3p,MOD,127,4.39199368224986,2.84212031033158,0.252197395791647,0.499091232170261,5.22532294788603,2.46193981419309,MIR
exRNA000224,hsa-miR-340-3p,SIRD,78,4.1655699434526,3.0759244093709,0.348279856749545,0.693513795577769,5.4864549169162,2.66513948973692,MIR
exRNA000225,hsa-miR-25-5p,SIDD,220,3.67484500001218,2.74651031082557,0.185169687381247,0.364942672210573,4.63795862290899,1.98923159731595,MIR
exRNA000225,hsa-miR-25-5p,MARD,248,3.18551655407842,2.98820119727787,0.189750965778205,0.373736302007029,4.38580443136136,3.24642042457134,MIR
exRNA000225,hsa-miR-25-5p,MOD,127,3.12701141919434,2.78904585035374,0.247487799037139,0.489771078645859,4.08817287124334,2.76571596903401,MIR
exRNA000225,hsa-miR-25-5p,SIRD,78,3.68432826585631,2.53725499718788,0.287287556308445,0.572062609239578,4.48091634215189,1.597266010223,MIR
exRNA000226,hsa-miR-144-3p,SIDD,220,8.87077391901708,1.22295018397619,0.0824512845836141,0.162499556750809,9.02580778172909,1.08021767787733,MIR
exRNA000226,hsa-miR-144-3p,MARD,248,8.75598955276678,1.24537195812851,0.0790811984223983,0.155759495270332,9.00671629428431,1.21937114894926,MIR
exRNA000226,hsa-miR-144-3p,MOD,127,8.53860293191271,1.45845567984468,0.129417014120508,0.25611246634189,8.90149620659492,1.22581223687511,MIR
exRNA000226,hsa-miR-144-3p,SIRD,78,8.58240023810754,1.00832673389153,0.114170520369941,0.227342550510424,8.82504081734986,0.844826970307954,MIR
exRNA000227,hsa-miR-6734-5p,SIDD,220,4.23817871980003,2.74814156689037,0.1852796666427,0.365159425428284,5.16556117208652,1.79015794122195,MIR
exRNA000227,hsa-miR-6734-5p,MARD,248,4.45668214953556,2.49065569845619,0.158156795008842,0.311507957081911,5.16412672364375,1.68475313892103,MIR
exRNA000227,hsa-miR-6734-5p,MOD,127,4.25708027898581,2.59636482070691,0.230390122447328,0.45593527931228,5.07517689836318,1.77868925576411,MIR
exRNA000227,hsa-miR-6734-5p,SIRD,78,4.09300710696411,2.58198997335548,0.292352794922202,0.582148787892914,4.99791136156363,2.43993300456112,MIR
exRNA000228,hsa-miR-323b-3p,SIDD,220,3.21980196464735,3.59334668637776,0.242263384173863,0.477466090965275,4.24603496183916,8.23313678935796,MIR
exRNA000228,hsa-miR-323b-3p,MARD,248,2.74852349006988,3.45424096420115,0.219344520571403,0.432024204186035,3.63265997994926,7.35637266046943,MIR
exRNA000228,hsa-miR-323b-3p,MOD,127,3.09274463654128,3.4805409042945,0.308848062771477,0.611201236706505,4.33844099102678,7.19892882006408,MIR
exRNA000228,hsa-miR-323b-3p,SIRD,78,2.49876048258572,3.71624127694998,0.420781465123065,0.837882941924267,3.38128517278591,7.52486161860358,MIR
exRNA000230,hsa-miR-4685-3p,SIDD,220,2.88714076939011,2.73106642223286,0.184128460624737,0.362890564869075,3.73411781982246,3.26661434051675,MIR
exRNA000230,hsa-miR-4685-3p,MARD,248,2.82581881013687,2.81809396490166,0.178949145720491,0.35246087783852,3.89297216648174,3.60971663578715,MIR
exRNA000230,hsa-miR-4685-3p,MOD,127,2.54663362232869,2.8437982348487,0.252346287515904,0.499385884515446,3.12369762380023,3.93758385003984,MIR
exRNA000230,hsa-miR-4685-3p,SIRD,78,2.40573707538367,2.65613571686174,0.300748147177374,0.598866069971859,3.27920649748657,3.1526190763839,MIR
exRNA000232,hsa-miR-1306-3p,SIDD,220,1.40212183619952,3.0691074976655,0.206919185281099,0.407807786879519,2.53304137327457,6.21171424129398,MIR
exRNA000232,hsa-miR-1306-3p,MARD,248,1.0325094392835,3.00880076307545,0.191059039514426,0.376312703338757,1.19682470215888,6.01885348253621,MIR
exRNA000232,hsa-miR-1306-3p,MOD,127,1.36416875475799,2.9719371959545,0.26371678164061,0.521887758118345,2.24237934244872,6.13458601129545,MIR
exRNA000232,hsa-miR-1306-3p,SIRD,78,1.46459601397746,2.90344034741684,0.32874988253889,0.65462464858898,2.25810578210292,5.82997063427286,MIR
exRNA000234,hsa-miR-664a-3p,SIDD,220,3.14577890993153,2.95968610847882,0.199541996727079,0.393268415223281,4.27385940070706,3.09722904031988,MIR
exRNA000234,hsa-miR-664a-3p,MARD,248,3.29054343099675,2.87409598593643,0.182505277612332,0.359465087684068,4.40669247986968,3.18039175976126,MIR
exRNA000234,hsa-miR-664a-3p,MOD,127,3.1603143617087,2.9975205147619,0.265986934088231,0.526380323074225,4.45731019778634,3.4203880465054,MIR
exRNA000234,hsa-miR-664a-3p,SIRD,78,3.04413641287608,2.92035017190028,0.33066454313029,0.658437224907283,4.18716355578746,3.99929402923116,MIR
exRNA000235,hsa-miR-1273h-3p,SIDD,220,1.9828624672374,3.24441603187245,0.218738484246195,0.43110191568094,3.03849081873947,6.58800687087375,MIR
exRNA000235,hsa-miR-1273h-3p,MARD,248,1.80265352403055,3.24205516554867,0.205870708883153,0.405485985876297,2.92649691424736,6.67576790003468,MIR
exRNA000235,hsa-miR-1273h-3p,MOD,127,1.46976509090937,3.16093743139917,0.28048784056091,0.555077190685872,2.19331531987302,6.1842958011503,MIR
exRNA000235,hsa-miR-1273h-3p,SIRD,78,1.93973634900562,3.12118986355601,0.353405160170938,0.703719578543316,2.96016684761929,6.82016426698087,MIR
exRNA000236,hsa-miR-185-3p,SIDD,220,1.83490424915225,3.36367502043352,0.226778923614732,0.446948458764742,3.01688310110942,6.65552034626973,MIR
exRNA000236,hsa-miR-185-3p,MARD,248,2.01278867768513,3.3171044337663,0.210636342180607,0.414872447536756,3.09018647566154,6.90969278620427,MIR
exRNA000236,hsa-miR-185-3p,MOD,127,1.73347956344522,3.32893608025397,0.295395310024352,0.584578634504096,2.67720243396882,6.50306377471503,MIR
exRNA000236,hsa-miR-185-3p,SIRD,78,1.69935418921582,3.36339462815423,0.380829449422434,0.75832831505576,2.87524297338392,6.5846554505566,MIR
exRNA000237,hsa-miR-1908-5p,SIDD,220,3.86585755173293,3.20261101137243,0.215919990339055,0.425547071836748,4.9151969940204,3.11074083167292,MIR
exRNA000237,hsa-miR-1908-5p,MARD,248,3.52077918783976,3.23662126160468,0.205525655637656,0.404806363912642,4.57492993677308,3.45042179482548,MIR
exRNA000237,hsa-miR-1908-5p,MOD,127,3.53315069418196,3.23970201171586,0.287477066866455,0.568908664075204,4.48391477577659,3.28527945101586,MIR
exRNA000237,hsa-miR-1908-5p,SIRD,78,3.41683262100801,3.23565993487157,0.366366343455688,0.72952859172851,4.54622161027027,4.92380207731219,MIR
exRNA000238,hsa-miR-23b-5p,SIDD,220,2.90832071176182,3.06840810065165,0.206872031944044,0.407714854472105,4.03558614431404,6.0768690442742,MIR
exRNA000238,hsa-miR-23b-5p,MARD,248,2.54401411908177,3.24199585443508,0.205866942623673,0.405478567796055,3.72124585716704,7.24323377298686,MIR
exRNA000238,hsa-miR-23b-5p,MOD,127,3.36758795815476,2.97104597942811,0.263637698962011,0.521731255822271,4.37807214531346,2.775793610182,MIR
exRNA000238,hsa-miR-23b-5p,SIRD,78,3.64448530690163,2.99706825419136,0.339351155398472,0.675734479767334,4.48867209719185,2.3583602399007,MIR
exRNA000240,hsa-miR-532-3p,SIDD,220,4.85222492426795,2.36766957365115,0.1596282500914,0.314604193442911,5.54828658576588,1.37093187280633,MIR
