source,target,r,p,t,n,type1,type2,name1,name2,fdr
exRNA000003,exRNA000130,0.314276575874119,3.71264406968743e-10,6.43635568940601,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-215-5p,1.99554618745699e-08
exRNA000003,exRNA000165,0.311051983617193,5.71994660122529e-10,6.36320173646074,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-378a-3p,2.97796323050339e-08
exRNA000003,exRNA000173,0.283611237506649,1.84087817617131e-08,5.75013706689666,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-139-5p,7.8431543579262e-07
exRNA000003,exRNA000183,0.49235395227242,1.34876571687467e-24,10.9978275040715,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-193b-5p,1.66586914605478e-22
exRNA000003,exRNA000344,-0.206279955744214,5.08803323635373e-05,-4.09869120477538,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-181d-5p,0.0011273295014134
exRNA000003,exRNA000408,0.307539440241635,9.10537711036662e-10,6.28379197679618,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-885-3p,4.6672595254462e-08
exRNA000003,exRNA000561,-0.179528391505918,0.0004368863982568,-3.54807720685736,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-6721-5p,0.0071946823883145
exRNA000003,exRNA000565,-0.172354700477621,0.0007407726646856,-3.40186747492372,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-655-3p,0.0111765952589641
exRNA000003,exRNA000822,0.259266228658508,2.9709670060515e-07,5.21917668617536,382,MIR,MIR,hsa-miR-122-5p,hsa-miR-122-3p,1.03738126136114e-05
exRNA000003,A1BG,-0.155827529217876,0.0023170763518539,-3.0671002739185,382,MIR,PRT,hsa-miR-122-5p,A1BG,0.028833072288343
exRNA000003,APOA4,-0.223390440749399,1.10258110789074e-05,-4.45580911505734,382,MIR,PRT,hsa-miR-122-5p,APOA4,0.0002828942908864
exRNA000003,APOC1,-0.147636392051112,0.0039228076722743,-2.90218249328086,382,MIR,PRT,hsa-miR-122-5p,APOC1,0.0434370978303339
exRNA000003,APOD,-0.199037644695188,9.37088021869093e-05,-3.94874111837396,382,MIR,PRT,hsa-miR-122-5p,APOD,0.0019171087108194
exRNA000003,C4BPA,-0.163620876604215,0.001371196837349,-3.22461055214433,382,MIR,PRT,hsa-miR-122-5p,C4BPA,0.0186630659808006
exRNA000003,HBB,-0.231751666182106,4.99286521441675e-06,-4.63187011296219,382,MIR,PRT,hsa-miR-122-5p,HBB,0.0001373629505672
exRNA000003,PZP,-0.148505565356568,0.0037141144026336,-2.91965254129011,382,MIR,PRT,hsa-miR-122-5p,PZP,0.0417093869936251
exRNA000003,SERPINA3,-0.148818007142235,0.0036415871045373,-2.92593418884313,382,MIR,PRT,hsa-miR-122-5p,SERPINA3,0.0411272629218665
exRNA000003,SERPINA6,-0.176148518685397,0.0005616999555953,-3.47911952235494,382,MIR,PRT,hsa-miR-122-5p,SERPINA6,0.0088126168708946
exRNA000003,YWHAQ,-0.20186949702478,0.0001201310389672,-3.88892966760363,360,MIR,PRT,hsa-miR-122-5p,YWHAQ,0.00237601594959
exRNA000003,MP0012,0.175099457447517,0.0006067106169374,3.4577420607934,382,MIR,MTB,hsa-miR-122-5p,3-Hydroxybutyric acid,0.0094295987451717
exRNA000003,MP0080,0.269349891152522,9.70508188960012e-08,5.43772577856934,382,MIR,MTB,hsa-miR-122-5p,Isocitric acid,3.70644739270584e-06
exRNA000003,MP0128,0.249121558427827,8.74214545155541e-07,5.00115186210677,382,MIR,MTB,hsa-miR-122-5p,Oxoglutaric acid,2.82326310688619e-05
exRNA000028,exRNA000036,0.251330546416597,6.93832856063704e-07,5.04847366645495,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-27a-3p,2.28198284954663e-05
exRNA000028,exRNA000042,0.373865593894186,4.73210040653754e-14,7.83710186067468,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-126-3p,3.4444944025016197e-12
exRNA000028,exRNA000058,0.438307378337574,2.85547475444321e-19,9.48089785732386,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-10a-5p,2.85793637061083e-17
exRNA000028,exRNA000060,0.340212151427015,9.46325619248683e-12,7.03407167316625,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-10b-5p,5.891067259773301e-10
exRNA000028,exRNA000077,0.298735681532996,2.8426501385886104e-09,6.08599710413593,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-483-5p,1.35536624677675e-07
exRNA000028,exRNA000084,0.179050848120042,0.0004528006230253,3.53832634180883,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-375,0.0074304102237801
exRNA000028,exRNA000097,0.228838004021065,6.60266092024348e-06,4.57039698466481,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-885-5p,0.0001768325104591
exRNA000028,exRNA000110,0.282880230776598,2.0092645071937e-08,5.73402515245026,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-92b-3p,8.51370836807259e-07
exRNA000028,exRNA000130,0.187777427858659,0.0002321441294963,3.71692865080871,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-215-5p,0.004231072752672
exRNA000028,exRNA000173,0.361400263256601,3.62384559933673e-13,7.53576040359213,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-139-5p,2.5118117855701197e-11
exRNA000028,exRNA000226,-0.250534174298399,7.54302880782434e-07,-5.03140381660371,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-144-3p,2.46341953470719e-05
exRNA000028,exRNA000251,0.148102858085972,0.0038095236658387,2.91155742308941,382,MIR,MIR,hsa-let-7d-3p,hsa-miR-6511a-3p,0.0424662215654225
exRNA000028,HBB,-0.270564262371298,8.45512275920781e-08,-5.46417368677998,382,MIR,PRT,hsa-let-7d-3p,HBB,3.25046275610605e-06
exRNA000036,exRNA000042,0.611828800937975,2.1531137128547897e-40,15.0385064497795,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-126-3p,4.99953004124882e-38
exRNA000036,exRNA000058,0.557462445559455,2.0686662916871e-32,13.055023505471,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-10a-5p,3.6116113754116095e-30
exRNA000036,exRNA000060,0.406137885661482,1.59398710243733e-16,8.64097281029463,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-10b-5p,1.4126862793356801e-14
exRNA000036,exRNA000066,0.201701951568136,7.5039924149541e-05,4.00382496460321,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-193a-5p,0.0015881560522444
exRNA000036,exRNA000077,0.176499609499113,0.0005473417783569,3.48627667590912,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-483-5p,0.0086164583684393
exRNA000036,exRNA000084,0.268984948739755,1.01143159776541e-07,5.42978313584347,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-375,3.85007240985455e-06
exRNA000036,exRNA000130,0.222204267832331,1.23076115601092e-05,4.43091705362626,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-215-5p,0.0003123308638532
exRNA000036,exRNA000161,0.291687933830167,6.88186809596317e-09,5.92888794982616,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-145-3p,3.11495082238333e-07
exRNA000036,exRNA000165,0.161757587702487,0.0015577328832835,3.18689670582925,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-378a-3p,0.0207996305634528
exRNA000036,exRNA000173,0.33303838097449,2.7040151758286498e-11,6.86702199201605,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-139-5p,1.6182276387304402e-09
exRNA000036,exRNA000211,-0.285891507290775,1.3987712218472e-08,-5.80046607715611,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-4732-3p,6.07092855538167e-07
exRNA000036,exRNA000226,0.177197138426378,0.0005198207295616,3.50050021355301,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-144-3p,0.0082843084011132
exRNA000036,exRNA000348,0.250993749700625,7.18815996822936e-07,5.04125325946308,382,MIR,MIR,hsa-miR-27a-3p,hsa-miR-10a-3p,2.3541477357163e-05
exRNA000036,HBB,-0.39003847969662,2.95037459713894e-15,-8.23547635074442,382,MIR,PRT,hsa-miR-27a-3p,HBB,2.37050858635177e-13
exRNA000036,MP0012,0.152386104324753,0.0028996797138997,2.99773491506641,382,MIR,MTB,hsa-miR-27a-3p,3-Hydroxybutyric acid,0.0345725382992395
exRNA000036,MP0099,0.186367365083476,0.0002591389050567,3.68800914518754,382,MIR,MTB,hsa-miR-27a-3p,L-Serine,0.0046458829327572
exRNA000036,MS001,-0.172978350171893,0.0009353172848062,-3.33689018110814,365,MIR,MTB,hsa-miR-27a-3p,Formate,0.0136763648319905
exRNA000036,MS021,0.165442460822648,0.0015612272205375,3.18732993357021,365,MIR,MTB,hsa-miR-27a-3p,L-Lysine,0.0208223412181973
exRNA000036,MS022,-0.174649098659215,0.000832505401522,-3.37012927062579,365,MIR,MTB,hsa-miR-27a-3p,CH2CH2CO,0.0123835845120699
exRNA000042,exRNA000058,0.57721650485888,3.8643360039733103e-35,13.7429501682766,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-10a-5p,7.54032621951767e-33
exRNA000042,exRNA000060,0.37484183299144,4.01964686881655e-14,7.86090647330433,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-10b-5p,2.93510063817359e-12
exRNA000042,exRNA000084,0.188178643384051,0.0002249576833993,3.72516167438602,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-375,0.0041292627735446
exRNA000042,exRNA000130,0.226981121097321,7.87487966081309e-06,4.53128779287834,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-215-5p,0.0002087382485434
exRNA000042,exRNA000161,0.257125003630582,3.74539657265281e-07,5.17300749907236,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-145-3p,1.28461016864104e-05
exRNA000042,exRNA000173,0.506833656393375,3.42687210964915e-26,11.4309407946778,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-139-5p,4.4703354149468104e-24
exRNA000042,exRNA000211,-0.302271901017787,1.8076412293320102e-09,-6.16523642560805,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-4732-3p,8.79946107863506e-08
exRNA000042,exRNA000344,0.191238206931369,0.0001766179917914,3.78800848066456,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-181d-5p,0.0033423551502837
exRNA000042,exRNA000348,0.255724603451269,4.3531884764985e-07,5.14285619379868,382,MIR,MIR,hsa-miR-126-3p,hsa-miR-10a-3p,1.47779293017975e-05
exRNA000042,HBB,-0.398600647886629,6.37422943313101e-16,-8.44997763913933,382,MIR,PRT,hsa-miR-126-3p,HBB,5.4616091305277503e-14
exRNA000042,MP0128,-0.238737767138103,2.51690617613925e-06,-4.77980518481241,382,MIR,MTB,hsa-miR-126-3p,Oxoglutaric acid,7.39779258353842e-05
exRNA000042,MS001,-0.187266316556639,0.0003340132098416,-3.62213861391343,365,MIR,MTB,hsa-miR-126-3p,Formate,0.0057153918441577
exRNA000047,exRNA000077,-0.214392606498023,2.5019935954435e-05,-4.26749839010704,382,MIR,MIR,hsa-miR-15b-5p,hsa-miR-483-5p,0.0005940316082433
exRNA000047,exRNA000097,-0.197534966039138,0.0001060829261098,-3.91771393701919,382,MIR,MIR,hsa-miR-15b-5p,hsa-miR-885-5p,0.0021400916978903
exRNA000047,exRNA000226,0.356644717445511,7.69955978970236e-13,7.42203838269996,382,MIR,MIR,hsa-miR-15b-5p,hsa-miR-144-3p,5.1821385019388e-11
exRNA000047,exRNA000250,-0.178418765911219,0.0004746941046726,-3.52542395062305,382,MIR,MIR,hsa-miR-15b-5p,hsa-miR-664b-5p,0.007694506265658
exRNA000047,CFHR2,-0.158232146196351,0.0019756816731486,-3.11563549693948,382,MIR,PRT,hsa-miR-15b-5p,CFHR2,0.0253735223730704
exRNA000058,exRNA000060,0.766484975947048,1.10379167926259e-74,23.202627005294,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-10b-5p,7.11945633124369e-72
exRNA000058,exRNA000066,0.333194599638089,2.64365658971218e-11,6.87064527039008,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-193a-5p,1.5861939538273102e-09
exRNA000058,exRNA000077,0.476563480132106,6.09439738389802e-23,10.5392228371225,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-483-5p,6.93685819873098e-21
exRNA000058,exRNA000084,0.528514365241758,9.98687725826277e-29,12.1041333916328,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-375,1.4770400632921098e-26
exRNA000058,exRNA000097,0.362581200657303,2.99947183832176e-13,7.56410506151171,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-885-5p,2.0852615594560197e-11
exRNA000058,exRNA000110,0.236422565065592,3.16570233117725e-06,4.73069360398034,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-92b-3p,9.05266109974579e-05
exRNA000058,exRNA000130,0.4662895656852,6.55447658402582e-22,10.2479943737574,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-215-5p,7.17900690005092e-20
exRNA000058,exRNA000161,0.326914119239122,6.486468577186679e-11,6.72547449319732,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-145-3p,3.7373647732574405e-09
exRNA000058,exRNA000165,0.266022403649116,1.41112854877605e-07,5.36539889720052,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-378a-3p,5.26791075604177e-06
exRNA000058,exRNA000173,0.603378728348392,4.73405863904549e-39,14.7105813214447,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-139-5p,1.0569696307561199e-36
exRNA000058,exRNA000183,0.154068270209291,0.0026000400031995,3.03162652739463,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-193b-5p,0.031775225723312
exRNA000058,exRNA000348,0.27071174950135,8.31433274061238e-08,5.46738773635137,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-10a-3p,3.20163857772835e-06
exRNA000058,exRNA000760,0.217462721555308,1.89898533492788e-05,4.33162014707761,382,MIR,MIR,hsa-miR-10a-5p,hsa-miR-205-5p,0.0004626908654462
exRNA000058,A1BG,-0.166512681104651,0.0011219652849734,-3.28321242835867,382,MIR,PRT,hsa-miR-10a-5p,A1BG,0.0158757062261332
exRNA000058,CFH,-0.14914704857986,0.0035665955434377,-2.93255054155154,382,MIR,PRT,hsa-miR-10a-5p,CFH,0.0405017094524294
exRNA000058,HBB,-0.518695814749533,1.47990744166603e-27,-11.7954204648953,382,MIR,PRT,hsa-miR-10a-5p,HBB,2.08263338154456e-25
exRNA000058,MP0023,-0.146203733910629,0.0042900441988835,-2.87340159921067,382,MIR,MTB,hsa-miR-10a-5p,Alpha-Hydroxyisobutyric acid,0.0466579982660776
exRNA000058,MS001,-0.171177249390345,0.0010591818350687,-3.30109101812754,365,MIR,MTB,hsa-miR-10a-5p,Formate,0.015153544183793
exRNA000058,MS008,-0.149874043070357,0.0042122073067009,-2.88013769071356,365,MIR,MTB,hsa-miR-10a-5p,Lactate,0.0459405606677295
exRNA000058,MS009,-0.156851328986498,0.0027293544353383,-3.01752550048799,365,MIR,MTB,hsa-miR-10a-5p,Creatine,0.033008130202373
exRNA000058,MS022,-0.166296060877961,0.001474757180246,-3.20424143299246,365,MIR,MTB,hsa-miR-10a-5p,CH2CH2CO,0.0198855477299307
exRNA000060,exRNA000066,0.446932306058197,4.6559677648326004e-20,9.71346984086455,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-193a-5p,4.76262429512833e-18
exRNA000060,exRNA000077,0.668465560991454,1.52861670269019e-50,17.4743886146782,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-483-5p,4.6703262942718797e-48
exRNA000060,exRNA000084,0.605824841623463,1.95359025332696e-39,14.8046882259512,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-375,4.49132333487644e-37
exRNA000060,exRNA000097,0.54783471482116,3.80848061509927e-31,12.7316458380206,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-885-5p,6.01584488997314e-29
exRNA000060,exRNA000110,0.300778119024558,2.19022696793447e-09,6.13172998827377,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-92b-3p,1.0595222957383e-07
exRNA000060,exRNA000130,0.540285767230287,3.50285688831761e-30,12.4831675850076,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-215-5p,5.31610045403495e-28
exRNA000060,exRNA000161,0.27579637250067,4.63175872648832e-08,5.57844839908614,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-145-3p,1.84475879295127e-06
exRNA000060,exRNA000165,0.287604512205298,1.13615247429381e-08,5.83834520876647,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-378a-3p,5.00767810546177e-07
exRNA000060,exRNA000173,0.490078492947774,2.3645883970478802e-24,10.9308845113753,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-139-5p,2.8746462083482597e-22
exRNA000060,exRNA000183,0.215289010614481,2.30937698779473e-05,4.28620668306488,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-193b-5p,0.0005522526638166
exRNA000060,exRNA000226,0.285569743488015,1.45426190442232e-08,5.79335778830346,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-144-3p,6.29999280236685e-07
exRNA000060,exRNA000250,-0.237811910738457,2.75943374502617e-06,-4.76015500302905,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-664b-5p,7.99925737322194e-05
exRNA000060,exRNA000344,-0.260832915679834,2.5045041107697e-07,-5.25300987675253,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-181d-5p,8.94685930031885e-06
exRNA000060,exRNA000348,0.189490324898661,0.0002028884566889,3.75209116274196,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-10a-3p,0.0037718734702303
exRNA000060,exRNA000561,-0.271198443281173,7.86560019780427e-08,-5.47799674948655,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-6721-5p,3.0541678360036e-06
exRNA000060,exRNA000565,-0.30963685131682,6.903295068192901e-10,-6.33117471506303,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-655-3p,3.57800248846962e-08
exRNA000060,exRNA000760,0.231542265430004,5.09477809973522e-06,4.62744775836658,382,MIR,MIR,hsa-miR-10b-5p,hsa-miR-205-5p,0.0001396703039856
exRNA000060,A1BG,-0.215121750165367,2.34421610486309e-05,-4.28271503382414,382,MIR,PRT,hsa-miR-10b-5p,A1BG,0.000558857268531
exRNA000060,AHSG,-0.22922446083757,6.36373391566262e-06,-4.57854303944733,382,MIR,PRT,hsa-miR-10b-5p,AHSG,0.0001717418439067
exRNA000060,C8B,-0.202725164780309,6.88496319712811e-05,-4.02500417193732,382,MIR,PRT,hsa-miR-10b-5p,C8B,0.0014693827705635
exRNA000060,CFH,-0.145010580779481,0.0046192817146557,-2.84944626727961,382,MIR,PRT,hsa-miR-10b-5p,CFH,0.0496572784325497
exRNA000060,HBB,-0.448738025363569,3.16406601332087e-20,-9.76258491938622,382,MIR,PRT,hsa-miR-10b-5p,HBB,3.2653161257471398e-18
exRNA000060,ORM1,-0.18174161714305,0.0003696940103951,-3.59330259687094,382,MIR,PRT,hsa-miR-10b-5p,ORM1,0.0062385864254176
exRNA000060,PON1,-0.149554616898558,0.003475648223489,-2.94074729145107,382,MIR,PRT,hsa-miR-10b-5p,PON1,0.0396777540557604
exRNA000060,PZP,-0.164821444911549,0.0012621207228193,-3.24892937651192,382,MIR,PRT,hsa-miR-10b-5p,PZP,0.017444311418968
exRNA000060,SERPINA3,-0.192229854045962,0.0001631664686088,-3.80840249244831,382,MIR,PRT,hsa-miR-10b-5p,SERPINA3,0.0031234339662799
exRNA000060,YWHAQ,-0.183499304601491,0.0004839199245511,-3.52206315167327,360,MIR,PRT,hsa-miR-10b-5p,YWHAQ,0.0077977936489082
exRNA000060,MP0080,-0.152382251093602,0.0029004007151989,-2.99765731243464,382,MIR,MTB,hsa-miR-10b-5p,Isocitric acid,0.0345725382992395
exRNA000060,MP0086,-0.180678383179009,0.0004006720433374,-3.57156931322581,382,MIR,MTB,hsa-miR-10b-5p,L-Aspartic acid,0.0066597028248355
exRNA000060,MS008,-0.15329385015812,0.0034126981833279,-2.94741974080053,365,MIR,MTB,hsa-miR-10b-5p,Lactate,0.0391709598699332
exRNA000066,exRNA000077,0.534529096739149,1.83278955373363e-29,12.2965538968216,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-483-5p,2.7280367588266e-27
exRNA000066,exRNA000084,0.40466612293616,2.09520793482474e-16,8.60351451885409,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-375,1.84283061540267e-14
exRNA000066,exRNA000097,0.51547895676825,3.51249413171684e-27,11.6956823321557,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-885-5p,4.883839146015861e-25
exRNA000066,exRNA000110,0.145682791373516,0.004431093741673,2.86294089361676,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-92b-3p,0.0478780812850851
exRNA000066,exRNA000130,0.341875100080355,7.390143469294119e-12,7.07299192726677,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-215-5p,4.7013460645756e-10
exRNA000066,exRNA000161,0.244484275986424,1.41012080087283e-06,4.90207974679829,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-145-3p,4.36573399950229e-05
exRNA000066,exRNA000165,0.324315661905296,9.34738229993819e-11,6.66570574997416,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-378a-3p,5.319760220700121e-09
exRNA000066,exRNA000173,0.343012605353121,6.2348709545755995e-12,7.09965781164556,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-139-5p,4.05528581415253e-10
exRNA000066,exRNA000183,0.372012873371913,6.44005712579467e-14,7.79200827331878,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-193b-5p,4.64404119443951e-12
exRNA000066,exRNA000408,0.259815443107298,2.7986569913735e-07,5.23103213037331,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-885-3p,9.84618414237769e-06
exRNA000066,exRNA000760,0.228424218843413,6.86795016855934e-06,4.56167740797664,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-205-5p,0.0001829616821092
exRNA000066,exRNA000822,0.208547732700058,4.18381739527509e-05,4.14578813980606,382,MIR,MIR,hsa-miR-193a-5p,hsa-miR-122-3p,0.0009552432636999
exRNA000066,CP,-0.148860627801023,0.0036317936088189,-2.92679114734484,382,MIR,PRT,hsa-miR-193a-5p,CP,0.0410507517429903
exRNA000066,HBB,-0.19800541701064,0.0001020527223961,-3.92742466616842,382,MIR,PRT,hsa-miR-193a-5p,HBB,0.0020695757327858
exRNA000066,MP0080,0.182787188240269,0.0003414180938908,3.61468754817754,382,MIR,MTB,hsa-miR-193a-5p,Isocitric acid,0.0058163816141929
exRNA000066,MP0128,0.174417738247529,0.0006377284775743,3.44385670555968,382,MIR,MTB,hsa-miR-193a-5p,Oxoglutaric acid,0.009858891643992
exRNA000077,exRNA000084,0.491571338718486,1.6368190737185801e-24,10.9747699632892,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-375,2.0109491477114e-22
exRNA000077,exRNA000097,0.730434066020371,1.42996192618909e-64,20.7929872601488,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-885-5p,6.640743185222149e-62
exRNA000077,exRNA000110,0.342189622650066,7.05131355952469e-12,7.08036157012417,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-92b-3p,4.53549863856408e-10
exRNA000077,exRNA000130,0.392777982326015,1.8157746500223803e-15,8.3038277758833,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-215-5p,1.50043727307899e-13
exRNA000077,exRNA000161,0.177946026648219,0.0004917069251114,3.51577709820883,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-145-3p,0.0079013389626906
exRNA000077,exRNA000165,0.31279327343704,4.53220631904447e-10,6.40267463275624,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-378a-3p,2.39721710087044e-08
exRNA000077,exRNA000173,0.402191352233494,3.30804492626837e-16,8.5407083058567,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-139-5p,2.8876993679681e-14
exRNA000077,exRNA000183,0.385444085283229,6.5925202108510705e-15,8.12142209653362,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-193b-5p,5.1541521648472e-13
exRNA000077,exRNA000211,0.199345262985185,9.13490918454221e-05,3.9550963622957,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-4732-3p,0.0018787652016392
exRNA000077,exRNA000344,-0.237176721754525,2.93857180886282e-06,-4.74668184386558,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-181d-5p,8.45522148721123e-05
exRNA000077,exRNA000408,0.175470514183191,0.000590421321092,3.46530195285265,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-885-3p,0.0092010624669519
exRNA000077,exRNA000561,-0.196292430824472,0.0001174584604055,-3.89207989290769,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-6721-5p,0.0023310986757404
exRNA000077,exRNA000565,-0.25987184936557,2.78151467516759e-07,-5.2322500342399,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-655-3p,9.8089022485075e-06
exRNA000077,exRNA000760,0.238559465317035,2.56196843375649e-06,4.77601987189937,382,MIR,MIR,hsa-miR-483-5p,hsa-miR-205-5p,7.51122563533153e-05
exRNA000077,AHSG,-0.182381536734497,0.0003521401838935,-3.606389300507,382,MIR,PRT,hsa-miR-483-5p,AHSG,0.005972750233754
exRNA000077,APOA4,-0.151113913108988,0.0031467791561126,-2.9721210415338,382,MIR,PRT,hsa-miR-483-5p,APOA4,0.0369102418017425
exRNA000077,C8B,-0.180534398482587,0.0004050481184324,-3.56862715731542,382,MIR,PRT,hsa-miR-483-5p,C8B,0.0067270162930694
exRNA000077,CD163,-0.22344220443215,1.12711800901188e-05,-4.45099659000499,381,MIR,PRT,hsa-miR-483-5p,CD163,0.0002888706420447
exRNA000077,CP,-0.165093591555077,0.0012385314550702,-3.25444406390421,382,MIR,PRT,hsa-miR-483-5p,CP,0.0171796298606513
exRNA000077,HBB,-0.322944598015316,1.13190592616105e-10,-6.63423714960707,382,MIR,PRT,hsa-miR-483-5p,HBB,6.363887555801331e-09
exRNA000077,ORM1,-0.184444098476215,0.0003007044206642,-3.64860217212864,382,MIR,PRT,hsa-miR-483-5p,ORM1,0.0052657289953417
exRNA000077,SERPINA3,-0.194882842294724,0.0001317472270903,-3.86302306755472,382,MIR,PRT,hsa-miR-483-5p,SERPINA3,0.0025903222803035
exRNA000077,YWHAQ,-0.197612848860314,0.0001678142883718,-3.80355737653873,360,MIR,PRT,hsa-miR-483-5p,YWHAQ,0.0031965937456882
exRNA000077,MP0128,0.165679594490373,0.0011891081530574,3.26632122512678,382,MIR,MTB,hsa-miR-483-5p,Oxoglutaric acid,0.0166131716690698
exRNA000084,exRNA000097,0.395351153661134,1.1461817016366701e-15,8.36826718726659,382,MIR,MIR,hsa-miR-375,hsa-miR-885-5p,9.6080646613731e-14
exRNA000084,exRNA000110,0.267934973114726,1.13866441732995e-07,5.40694540711509,382,MIR,MIR,hsa-miR-375,hsa-miR-92b-3p,4.29217333935087e-06
exRNA000084,exRNA000130,0.557865196325752,1.82754890516785e-32,13.0687147530666,382,MIR,MIR,hsa-miR-375,hsa-miR-215-5p,3.2393653112975096e-30
exRNA000084,exRNA000161,0.247243671360345,1.06218208568231e-06,4.96098851470579,382,MIR,MIR,hsa-miR-375,hsa-miR-145-3p,3.36478417865529e-05
exRNA000084,exRNA000165,0.246618674754166,1.1329191491313e-06,4.94763462270285,382,MIR,MIR,hsa-miR-375,hsa-miR-378a-3p,3.5700289514346e-05
exRNA000084,exRNA000173,0.363819819391418,2.45778596004263e-13,7.59387925751373,382,MIR,MIR,hsa-miR-375,hsa-miR-139-5p,1.71896957807801e-11
