source,target,r,p,t,n,type1,type2,name1,name2,fdr
C9,CFH,0.149665425615614,0.0019043856752306,3.12424893406773,430,PRT,PRT,C9,CFH,0.0246487376693732
C9,CP,0.270115408944555,1.36495060675137e-08,5.79035871262834,430,PRT,PRT,C9,CP,5.93523466081775e-07
C9,CRP,0.253987482065887,4.52359123784958e-05,4.15205080513351,254,PRT,PRT,C9,CRP,0.0010162138489453
C9,FGG,0.183819904010839,0.000131084901061,3.85977079718123,430,PRT,PRT,C9,FGG,0.0025816720972333
C9,G6PD,0.211674012049925,3.95596378909904e-05,4.16039825968141,373,PRT,PRT,C9,G6PD,0.0009085804073479
C9,ITIH4,0.223589926333337,2.99143725785639e-06,4.73471132458152,430,PRT,PRT,C9,ITIH4,8.59667984250313e-05
C9,MAN2A1,0.166461276574137,0.0005444814541615,3.48433551173741,430,PRT,PRT,C9,MAN2A1,0.0086005846024704
C9,METTL18,0.17428556115625,0.0002913547347182,3.65312395589673,430,PRT,PRT,C9,METTL18,0.005132971881758
C9,NAP1L1,0.161012254876973,0.0009146933182312,3.33940992037752,423,PRT,PRT,C9,NAP1L1,0.0134170428612316
C9,ORM1,0.274521846829473,7.73913867402316e-09,5.89244991803098,430,PRT,PRT,C9,ORM1,3.48463857731582e-07
C9,PPP1R9B,0.483577695417034,1.27511873636546e-21,10.231885648488,347,PRT,PRT,C9,PPP1R9B,1.35817692928468e-19
C9,SERPINA3,0.358080155378579,2.15216829117886e-14,7.91556556063431,430,PRT,PRT,C9,SERPINA3,1.62251128964848e-12
C9,SERPINA7,0.217603868108347,5.54031983566524e-06,4.60155962443809,430,PRT,PRT,C9,SERPINA7,0.00015099354409
C9,MP0100,-0.142945930332749,0.0030379199910523,-2.98098397603606,430,PRT,MTB,C9,L-Threonine,0.0360084237836835
CAMP,PCYOX1,0.156124355695144,0.0015599085906873,3.18487340557582,410,PRT,PRT,CAMP,PCYOX1,0.0208167111929659
CAMP,PRB3,0.204356881972662,5.73226264581341e-05,4.06953053383903,384,PRT,PRT,CAMP,PRB3,0.0012497947289745
CAMP,MP0012,-0.225632282968787,4.16332415107969e-06,-4.66670704856877,410,PRT,MTB,CAMP,3-Hydroxybutyric acid,0.0001160532854598
CAMP,MP0022,-0.176147559646671,0.0003501168090813,-3.6056538021065,410,PRT,MTB,CAMP,Adrenic acid,0.0059471194636929
CAMP,MP0025,-0.209402723484946,2.00693803155223e-05,-4.31501405336598,410,PRT,MTB,CAMP,Alpha-Linolenic acid,0.0004859343179629
CAMP,MP0027,-0.159937412946053,0.0011887880960899,-3.26467522642262,410,PRT,MTB,CAMP,Arachidonic acid,0.0166131716690698
CAMP,MP0033,0.157427756479307,0.0014225175334496,3.21213509526249,410,PRT,MTB,CAMP,Carnitine,0.019282461836953
CAMP,MP0058,-0.158050596761013,0.0013608693961905,-3.22516837564953,410,PRT,MTB,CAMP,Gamma-Linolenic acid,0.018566032537922
CAMP,MP0105,-0.240047303000733,9.30695903982464e-07,-4.9825015368563,410,PRT,MTB,CAMP,Linoelaidic acid,2.98079432972039e-05
CAMP,MP0106,-0.239963449766757,9.39104869395799e-07,-4.98065468652427,410,PRT,MTB,CAMP,Linoleic acid,3.00358334261301e-05
CAMP,MP0115,-0.184508406516645,0.0001784792175069,-3.78268656585076,410,PRT,MTB,CAMP,Myristic acid,0.0033748268978098
CAMP,MP0116,-0.165484276603546,0.0007921392253595,-3.38103200064982,410,PRT,MTB,CAMP,Myristoleic acid,0.011843833105505
CAMP,MP0124,-0.225209209021381,4.34416655977497e-06,-4.65748870949978,410,PRT,MTB,CAMP,Oleic acid,0.0001208042485245
CAMP,ML018,0.150368044040199,0.0032185742561147,2.9649237237591,384,PRT,MTB,CAMP,NAGI,0.03752274011204
CD163,PON1,0.165068968710726,0.0006251368791981,3.44625371675898,428,PRT,PRT,CD163,PON1,0.0096835746063912
CD163,PRG4,0.158870481596441,0.001000677844339,3.31342582490869,428,PRT,PRT,CD163,PRG4,0.0144680819088122
CD163,MP0128,-0.143063059921223,0.0030828979659995,-2.97646589625915,428,PRT,MTB,CD163,Oxoglutaric acid,0.0363559628087907
CD163,ML004,0.155716240974582,0.0018592285056243,3.13301614798026,399,PRT,MTB,CD163,CH2COO,0.0242263108308629
CD163,ML018,0.16590229339282,0.0009060620391879,3.34357751204857,399,PRT,MTB,CD163,NAGI,0.0133072489246964
CFH,CHL1,0.179398659034233,0.0001908079083724,3.76380891006069,430,PRT,PRT,CFH,CHL1,0.0035759157646548
CFH,CLU,0.168543837157097,0.0004622175942301,3.52919368643009,430,PRT,PRT,CFH,CLU,0.0075422997456251
CFH,CP,0.253675366182195,1.03768897108238e-07,5.41285833668467,430,PRT,PRT,CFH,CP,3.93954214807562e-06
CFH,F10,0.149960848678768,0.0018648607119371,3.13055758818935,430,PRT,PRT,CFH,F10,0.0242588603536025
CFH,FETUB,0.155037851669888,0.0012929328430698,3.23911081268722,430,PRT,PRT,CFH,FETUB,0.0177749559597873
CFH,ITIH4,0.194695668414998,5.01376220229122e-05,4.09687229778763,430,PRT,PRT,CFH,ITIH4,0.0011129976896482
CFH,MAN2A1,0.142778501898055,0.0030727263055414,2.97741973352151,430,PRT,PRT,CFH,MAN2A1,0.0362802165468411
CFH,METTL18,0.21255407005107,9.19548905707633e-06,4.48965838174172,430,PRT,PRT,CFH,METTL18,0.0002401791405009
CFH,ORM1,0.168950456951813,0.0004475695234658,3.5379578960832,430,PRT,PRT,CFH,ORM1,0.0073601730416972
CFH,PGLYRP2,0.15333144319739,0.0014641183289553,3.2025966207236,430,PRT,PRT,CFH,PGLYRP2,0.0197655974408976
CFH,PON1,0.163914518044608,0.0006635203146175,3.42954366615886,430,PRT,PRT,CFH,PON1,0.0101763155253769
CFH,PPP1R9B,0.223295172791969,2.84619080301191e-05,4.24260658256268,347,PRT,PRT,CFH,PPP1R9B,0.0006689124539062
CFH,PRG4,0.157273174668375,0.0010965137226926,3.28698786357926,430,PRT,PRT,CFH,PRG4,0.0155915790820109
CFH,PZP,0.219026021041872,4.79312002930754e-06,4.63314340941399,430,PRT,PRT,CFH,PZP,0.0001324206332432
CFH,SERPINA3,0.196380984932607,4.29922068802048e-05,4.13375164091327,430,PRT,PRT,CFH,SERPINA3,0.0009758348423835
CFH,SERPINA6,0.178635356916891,0.0002034042132654,3.74726569332937,430,PRT,PRT,CFH,SERPINA6,0.0037784366656183
CFH,SERPINA7,0.188511820472187,8.7165869530074e-05,3.96187286662308,430,PRT,PRT,CFH,SERPINA7,0.0018039139843924
CFH,SLC35B2,0.213942795363616,9.05336004726557e-06,4.49378744562128,425,PRT,PRT,CFH,SLC35B2,0.0002370000228833
CFH,VTN,0.152477253012293,0.0015574118378536,3.18432946935752,430,PRT,PRT,CFH,VTN,0.0207996305634528
CFH,YWHAQ,0.163737816619367,0.0009558404540594,3.32784598651841,406,PRT,PRT,CFH,YWHAQ,0.0139238490233748
CFH,ZFYVE19,0.144296925030321,0.0028344716742404,3.00268028786137,428,PRT,PRT,CFH,ZFYVE19,0.033996091051582
CFHR2,METTL18,0.140901926542058,0.0034883955721733,2.93748867865722,430,PRT,PRT,CFHR2,METTL18,0.0397889693805349
CFHR2,PPP1R9B,0.170434754470096,0.0014856344763638,3.20336436620682,347,PRT,PRT,CFHR2,PPP1R9B,0.0199747727511107
CFHR2,MP0203,0.154950392608494,0.001301238427842,3.23723862081174,430,PRT,MTB,CFHR2,Taurodeoxycholic acid,0.0178574209778327
CHL1,FGG,0.149972124379105,0.0018633671101978,3.1307983937306,430,PRT,PRT,CHL1,FGG,0.0242530181047046
CHL1,METTL18,0.142600061606773,0.0031102204264165,2.97362135611296,430,PRT,PRT,CHL1,METTL18,0.0365297512905376
CLEC3B,GSN,0.183504948265164,0.0001346770285365,3.85292683076969,430,PRT,PRT,CLEC3B,GSN,0.0026401482558193
CLEC3B,PGLYRP2,0.18518654307917,0.0001165151993852,3.88948205318181,430,PRT,PRT,CLEC3B,PGLYRP2,0.0023203112604857
CLEC3B,PON1,0.161233690536828,0.0008145497197473,3.37194352091222,430,PRT,PRT,CLEC3B,PON1,0.0121554270517564
CLEC3B,YWHAG,0.214900117215597,9.55347280393182e-06,4.48257905445193,419,PRT,PRT,CLEC3B,YWHAG,0.0002473039448241
CLEC3B,MP0082,-0.138799871076903,0.0040140607711263,-2.89279804000544,430,PRT,MTB,CLEC3B,Ketoleucine,0.0441318613189178
CLEC3B,MP0093,-0.159743220842424,0.0009116901904233,-3.33995259249911,430,PRT,MTB,CLEC3B,L-Leucine,0.0133814451464168
CLEC3B,MP0100,0.143381103622005,0.0029491225043189,2.99024923544296,430,PRT,MTB,CLEC3B,L-Threonine,0.0350274294374859
CLEC3B,ML018,-0.145449768484066,0.0035942051473565,-2.9292164554666,401,PRT,MTB,CLEC3B,NAGI,0.0407109480593263
CLEC3B,MS018,-0.159087242750868,0.0014319987170409,-3.21068038447635,401,PRT,MTB,CLEC3B,N-acetylated glycoproteins,0.0193883441455922
CLU,CP,0.213296518334613,8.54184341329067e-06,4.50608681065967,430,PRT,PRT,CLU,CP,0.0002246224281501
CLU,FGA,0.140109642286863,0.0036787151061361,2.92063963764155,430,PRT,PRT,CLU,FGA,0.041425686112745
CLU,FGG,0.141389564694637,0.0033757416873259,2.94786185142352,430,PRT,PRT,CLU,FGG,0.0388620337033758
CLU,HBB,0.162560749522178,0.0007362062816882,3.40044698520655,430,PRT,PRT,CLU,HBB,0.0111366188018248
CLU,MAN2A1,0.141868145565862,0.003268399852644,2.95804448413109,430,PRT,PRT,CLU,MAN2A1,0.0380031269796671
CLU,NXF1,0.159617036909054,0.0043242245425902,2.87426543568509,320,PRT,PRT,CLU,NXF1,0.0469417923697732
CLU,ORM1,0.192071449076764,6.35351343133445e-05,4.03952212713597,430,PRT,PRT,CLU,ORM1,0.0013672660077087
CLU,PON1,0.176860516713672,0.0002357651078474,3.70882614494388,430,PRT,PRT,CLU,PON1,0.0042836195651157
CLU,PZP,0.18550191232207,0.0001133763564295,3.89634161223576,430,PRT,PRT,CLU,PZP,0.0022734015512037
CLU,SERPINA6,0.15544832392485,0.0012545997008028,3.24789862794099,430,PRT,PRT,CLU,SERPINA6,0.0173610280409067
CP,FETUB,0.152276131174077,0.0015801571334221,3.18002947389147,430,PRT,PRT,CP,FETUB,0.0210360541906892
CP,FGB,0.199562365672632,3.20475722882117e-05,4.20347314565709,430,PRT,PRT,CP,FGB,0.0007456359003329
CP,FGG,0.195689786941399,4.57977508076093e-05,4.11862174797547,430,PRT,PRT,CP,FGG,0.0010274625833359
CP,G6PD,0.237133779360298,3.87192469205572e-06,4.68893358083476,373,PRT,PRT,CP,G6PD,0.0001084512561514
CP,ITIH4,0.247465468125396,2.15430990868444e-07,5.27159359581717,430,PRT,PRT,CP,ITIH4,7.7917563986998e-06
CP,NXF1,0.162958101683207,0.0035680869888125,2.93605282655968,320,PRT,PRT,CP,NXF1,0.0405017094524294
CP,ORM1,0.309916626071311,5.5666065625306095e-11,6.72786185944569,430,PRT,PRT,CP,ORM1,3.2314151095490202e-09
CP,PGLYRP2,0.15233124893117,0.0015738936237938,3.18120785417759,430,PRT,PRT,CP,PGLYRP2,0.0209671887231748
CP,PON1,0.185140244676003,0.0001169828197384,3.88847512691085,430,PRT,PRT,CP,PON1,0.0023236450593035
CP,PPP1R9B,0.297808789245215,1.70090947928697e-08,5.77765387648331,347,PRT,PRT,CP,PPP1R9B,7.28692216034013e-07
CP,PZP,0.21328141676208,8.5546863367526e-06,4.50575257118597,430,PRT,PRT,CP,PZP,0.0002247056750445
CP,SERPINA3,0.289366155828768,1.0611536990574502e-09,6.2393803040786,430,PRT,PRT,CP,SERPINA3,5.351514974535e-08
CP,SERPINA6,0.194354950544271,5.1712392714627e-05,4.08942105287245,430,PRT,PRT,CP,SERPINA6,0.0011446727920244
CP,SERPINA7,0.170365613819024,0.0003998883925234,3.56847446250475,430,PRT,PRT,CP,SERPINA7,0.0066562067916798
CP,VTN,0.234921681177123,8.8858232988342e-07,4.98833078400555,430,PRT,PRT,CP,VTN,2.85938946964343e-05
CP,ZFYVE19,0.141846690705983,0.0033470080918135,2.9506370871476,428,PRT,PRT,CP,ZFYVE19,0.0386554656682472
CPN1,FBLN1,0.138011203096043,0.0042290902320914,2.87604092699715,430,PRT,PRT,CPN1,FBLN1,0.0460814055322207
CPN1,FGA,0.208191206668216,1.4108440706491e-05,4.39328306564437,430,PRT,PRT,CPN1,FGA,0.0003537775304586
CPN1,FGB,0.193731964545773,5.47132757037385e-05,4.07580079048377,430,PRT,PRT,CPN1,FGB,0.0012007960886964
CPN1,FGG,0.206760194482168,1.62036030532556e-05,4.36173216260265,430,PRT,PRT,CPN1,FGG,0.0004024039175364
CPN1,NXF1,0.242117479197042,1.2671755840974e-05,4.43595776762645,320,PRT,PRT,CPN1,NXF1,0.0003208704150789
CPN1,SCIN,0.185894798444973,0.0005706704102358,3.47826159164174,342,PRT,PRT,CPN1,SCIN,0.0089292229957381
CRP,METTL18,0.251802976425447,5.28379045138999e-05,4.11391094041914,254,PRT,PRT,CRP,METTL18,0.0011662510863239
CRP,ORM1,0.230571252506005,0.0002226063610082,3.74660213460125,254,PRT,PRT,CRP,ORM1,0.0040893352077622
CRP,PPP1R9B,0.295585963956845,1.26492918854016e-05,4.47311262309624,213,PRT,PRT,CRP,PPP1R9B,0.0003206512637325
CRP,PRG4,0.229148526158339,0.0002440089522945,3.72219855942818,254,PRT,PRT,CRP,PRG4,0.0044092512624739
CRP,SERPINA3,0.261876036382459,2.55153969359625e-05,4.29035041114076,254,PRT,PRT,CRP,SERPINA3,0.0006039424228879
CRP,MP0043,0.185326551182922,0.0031473849598385,2.98192599282782,254,PRT,MTB,CRP,D-Glucose,0.0369102418017425
CRP,MS021,0.221844961936543,0.0006137412767013,3.47285309728494,237,PRT,MTB,CRP,L-Lysine,0.0095197544722816
EPCAM,G6PD,0.213906694734805,0.0030424019258398,3.00243489993765,192,PRT,PRT,EPCAM,G6PD,0.036043149345919
EPCAM,ORM1,0.241916253831921,0.0003223584073081,3.65577560531252,219,PRT,PRT,EPCAM,ORM1,0.0055569133019268
EPCAM,PRG4,0.217659887553947,0.0012527746133926,3.26991777101486,219,PRT,PRT,EPCAM,PRG4,0.0173461100315898
EPCAM,SERPINA3,0.270730557834499,5.3270069530641e-05,4.12368766002528,219,PRT,PRT,EPCAM,SERPINA3,0.0011735588372879
EPCAM,MP0086,0.20077001247447,0.0029707021507852,3.00505395426751,219,PRT,MTB,EPCAM,L-Aspartic acid,0.0352656973114688
EPCAM,MP0087,0.209731250274985,0.0018943685392788,3.14521632845836,219,PRT,MTB,EPCAM,L-Glutamate,0.0245327593318769
EPCAM,MP0135,0.1982567591807,0.003359155489692,2.96588723796063,219,PRT,MTB,EPCAM,Pyroglutamic acid,0.0387479336664928
F10,FETUB,0.223959665240389,2.87808544025855e-06,4.74295396008597,430,PRT,PRT,F10,FETUB,8.32071349348322e-05
F10,PRG4,0.169825762863637,0.0004174904447274,3.55683039826781,430,PRT,PRT,F10,PRG4,0.0069134026444999
F13A1,PON1,0.144327933866579,0.0027640208701404,3.01041429156977,430,PRT,PRT,F13A1,PON1,0.0333578818111544
F13A1,PRB3,0.150988977172106,0.0025270905470403,3.03948909421948,400,PRT,PRT,F13A1,PRB3,0.031092140354154
F13A1,ZFYVE19,0.155417487365208,0.0012911930100336,3.23960679397008,428,PRT,PRT,F13A1,ZFYVE19,0.0177615531356526
F13A1,MP0140,-0.145167158177229,0.0026088639986223,-3.02829467482934,430,PRT,MTB,F13A1,Tartaric acid,0.0318104860923138
FBLN1,MNDA,0.153618210486961,0.0014526646910264,3.20496255528128,429,PRT,PRT,FBLN1,MNDA,0.0196338033327323
FBLN1,SERPINA7,0.141945003187804,0.0032514530155072,2.95967995954885,430,PRT,PRT,FBLN1,SERPINA7,0.0378645032523963
FBLN1,MP0128,-0.20436863551547,2.03789175028684e-05,-4.30906831026124,430,PRT,MTB,FBLN1,Oxoglutaric acid,0.0004929150671006
FCGR3A,G6PD,0.174734521530664,0.0021569091178136,3.09420299323257,308,PRT,PRT,FCGR3A,G6PD,0.027160211342534
FETUB,PRG4,0.193868901689367,5.4039890443487e-05,4.07879418960244,430,PRT,PRT,FETUB,PRG4,0.0011893898162064
FETUB,SERPINA6,0.150252380353596,0.001826593902524,3.13678398402252,430,PRT,PRT,FETUB,SERPINA6,0.0238814810904322
FETUB,VTN,0.231871164722118,1.23958415799157e-06,4.91985002411585,430,PRT,PRT,FETUB,VTN,3.88436493232986e-05
FETUB,MP0043,0.14052098995479,0.0035787592834022,2.9293868088858,430,PRT,MTB,FETUB,D-Glucose,0.0405755813284182
FETUB,MP0064,-0.145115593724685,0.002618163555239,-3.02719585849996,430,PRT,MTB,FETUB,Glycine,0.031862556474135
FETUB,MP0100,-0.169000275136176,0.000445804865248,-3.53903179600235,430,PRT,MTB,FETUB,L-Threonine,0.0073363493770795
FGA,FGB,0.737467274104449,1.27852132898062e-74,22.5370730189926,430,PRT,PRT,FGA,FGB,8.02358520511621e-72
FGA,FGG,0.831136898517126,1.2339353752726401e-110,30.8496026840159,430,PRT,PRT,FGA,FGG,1.68541055375475e-107
FGA,NXF1,0.643575105166762,1.40262423957811e-38,14.9473424783765,320,PRT,PRT,FGA,NXF1,3.07254102292488e-36
FGA,TF,-0.154185934775541,0.0013759520316029,-3.2208775732531,430,PRT,PRT,FGA,TF,0.0186949129162196
FGB,FGG,0.753619453320586,1.2007609613579e-79,23.6638833304536,430,PRT,PRT,FGB,FGG,8.71302172585324e-77
FGB,NXF1,0.590134241128364,3.17833830354493e-31,12.9944122843891,320,PRT,PRT,FGB,NXF1,5.08972520057334e-29
FGG,LTF,0.141526438656717,0.0033447199519148,2.95077386514423,430,PRT,PRT,FGG,LTF,0.0386554656682472
FGG,NXF1,0.589868395549338,3.4309321568981403e-31,12.9854337988324,320,PRT,PRT,FGG,NXF1,5.45659210158731e-29
FGG,SERPINA3,0.179245065875512,0.0001932823068017,3.76047948800388,430,PRT,PRT,FGG,SERPINA3,0.0036135387793361
FGG,MP0128,-0.16393174090477,0.0006626399898291,-3.42991396667161,430,PRT,MTB,FGG,Oxoglutaric acid,0.0101695311063013
FUBP3,MNDA,0.141968758931358,0.0037966877322846,2.9111375885328,416,PRT,PRT,FUBP3,MNDA,0.0423638102564391
FUBP3,PON1,0.159551362369595,0.0011085517926351,3.28454305169493,417,PRT,PRT,FUBP3,PON1,0.0157242349572314
G6PD,MAN2A1,0.188983182217964,0.0002513989077534,3.69686468724341,373,PRT,PRT,G6PD,MAN2A1,0.0045251803395617
G6PD,ORM1,0.20725316093165,5.76414940695031e-05,4.06956426336357,373,PRT,PRT,G6PD,ORM1,0.0012543912767515
G6PD,PZP,0.174518909278416,0.0007352856246093,3.40464709202929,373,PRT,PRT,G6PD,PZP,0.0111299427662517
G6PD,MP0085,-0.160659320927499,0.0019075340610646,-3.12678192204464,373,PRT,MTB,G6PD,L-Asparagine,0.0246596622539467
GMPS,PGLYRP2,-0.205998462332709,0.0014974260055436,-3.21334895377968,237,PRT,PRT,GMPS,PGLYRP2,0.020098399912557
GPX3,MAN2A1,0.139610688045398,0.0038033502087914,2.91003161160915,430,PRT,PRT,GPX3,MAN2A1,0.042417767458279
GPX3,PGLYRP2,0.139483436333308,0.0038357427278674,2.90732653634317,430,PRT,PRT,GPX3,PGLYRP2,0.0427174801635882
GPX3,SERPINA6,0.157059354631145,0.0011140375453736,3.28240595213035,430,PRT,PRT,GPX3,SERPINA6,0.0157731413436439
GPX3,MP0099,0.145707715179607,0.0025131709860601,3.03981523138619,430,PRT,MTB,GPX3,L-Serine,0.0309580001571969
GSN,IGFBP2,-0.146995277639828,0.0046621909042626,-2.84695027836897,371,PRT,PRT,GSN,IGFBP2,0.0499797196661953
GSN,PGLYRP2,0.200298129587195,2.99224841221024e-05,4.21961738329046,430,PRT,PRT,GSN,PGLYRP2,0.0007004033077774
GSN,PON1,0.176474547388385,0.0002434124094277,3.70047176770554,430,PRT,PRT,GSN,PON1,0.00440189731068
GSN,PZP,0.222414388810653,3.38087079248283e-06,4.70851919315566,430,PRT,PRT,GSN,PZP,9.5970439855075e-05
GSN,SERPINA6,0.21134410402447,1.03638556365842e-05,4.46290244871728,430,PRT,PRT,GSN,SERPINA6,0.0002664991449407
GSN,SERPINA7,0.141625901765139,0.0033223397264228,2.95289006576947,430,PRT,PRT,GSN,SERPINA7,0.0384569932440367
GSN,ZFYVE19,0.141587293093789,0.0034059211414489,2.94513071655015,428,PRT,PRT,GSN,ZFYVE19,0.03913185992303
GSN,MP0013,-0.151295725242095,0.0016954596182722,-3.15907412347654,430,PRT,MTB,GSN,3-Hydroxyisovaleric acid,0.0223685070092503
GSN,MP0043,-0.142253212310222,0.0031842924259013,-2.96623897911744,430,PRT,MTB,GSN,D-Glucose,0.0372490025840956
GSN,ML017,-0.153999337723072,0.0020361670733397,-3.10546025428312,401,PRT,MTB,GSN,NAGII,0.0260064903426561
GSTM1,GSTM2,0.863506139632882,3.29918193939671e-102,31.431015142357,341,PRT,PRT,GSTM1,GSTM2,3.83035023163958e-99
GSTM1,GSTM4,0.937944600223322,1.60415738196019e-157,49.7250318362675,342,PRT,PRT,GSTM1,GSTM4,4.6560668011394504e-154
GSTM1,MASP1,0.177211020120018,0.0009972731849602,3.3201583062702,344,PRT,PRT,GSTM1,MASP1,0.0144278400964347
GSTM1,PGLYRP2,0.202178698330041,0.0001670859067059,3.80660248373167,344,PRT,PRT,GSTM1,PGLYRP2,0.0031905713435129
GSTM1,TF,0.158885397413497,0.0032161446937853,2.9673967139958,344,PRT,PRT,GSTM1,TF,0.03752274011204
GSTM2,GSTM4,0.836383039029343,9.648944978108e-90,27.9691365039216,340,PRT,PRT,GSTM2,GSTM4,9.33535426631949e-87
GSTM2,PGLYRP2,0.221289422463552,3.37042813327091e-05,4.20252572466963,347,PRT,PRT,GSTM2,PGLYRP2,0.0007826134125455
GSTM4,MASP1,0.194210946129468,0.0003090726167478,3.64520827548878,343,PRT,PRT,GSTM4,MASP1,0.0053677383402288
GSTM4,PGLYRP2,0.21930045260437,4.41523779769609e-05,4.13849129282328,343,PRT,PRT,GSTM4,PGLYRP2,0.000997130635926
HBB,ORM1,0.186609373069503,0.0001029721346336,3.92043975383024,430,PRT,PRT,HBB,ORM1,0.0020863987488605
HBB,SERPINA6,0.148415089088392,0.0020803016510614,3.09755789840458,430,PRT,PRT,HBB,SERPINA6,0.0264393017721109
HBB,MP0023,0.157090953899075,0.0011114316509186,3.28308305738794,430,PRT,MTB,HBB,Alpha-Hydroxyisobutyric acid,0.0157458468177736
HBB,MP0086,0.16228450361976,0.0007519156358003,3.39451203387692,430,PRT,MTB,HBB,L-Aspartic acid,0.0113226206636091
HBB,MP0087,0.154235648611622,0.0013709759359959,3.22194137615461,430,PRT,MTB,HBB,L-Glutamate,0.0186630659808006
HBB,MS001,0.215458503799538,1.41595534907432e-05,4.3962346520402,401,PRT,MTB,HBB,Formate,0.0003546761942341
HSPG2,IGFBP2,0.186711262019926,0.0003107144332212,3.64089903190303,371,PRT,PRT,HSPG2,IGFBP2,0.0053804679190828
IGFBP2,METTL18,0.209425530530204,5.0277898776843e-05,4.10300170749025,371,PRT,PRT,IGFBP2,METTL18,0.0011150456634176
IGFBP2,MNDA,0.150917036193915,0.003709310472039,2.92066494040909,370,PRT,PRT,IGFBP2,MNDA,0.0416893461571864
IGFBP2,YWHAH,0.159471870519443,0.0027720831955209,3.01347418683092,352,PRT,PRT,IGFBP2,YWHAH,0.0334204422637567
IGLV3.1,SLC4A2,0.197720932157383,0.0038471614536169,2.92295242181763,214,PRT,PRT,IGLV3-1,SLC4A2,0.0428035883818814
IGLV3.1,VTN,0.171538697057522,0.0030688842365194,2.98552931090023,298,PRT,PRT,IGLV3-1,VTN,0.0362643725048248
IGLV3.1,MP0058,0.182738697840293,0.0015924847140878,3.18697986844266,298,PRT,MTB,IGLV3-1,Gamma-Linolenic acid,0.0211541733759268
ITIH4,PGLYRP2,0.180427073472714,0.0001749890762308,3.78610907787719,430,PRT,PRT,ITIH4,PGLYRP2,0.0033169357959848
ITIH4,PON1,0.168096398254378,0.000478850514203,3.51955181188066,430,PRT,PRT,ITIH4,PON1,0.0077429727993002
ITIH4,PZP,0.21260803155761,9.14642064821208e-06,4.49085213317872,430,PRT,PRT,ITIH4,PZP,0.0002391665399228
ITIH4,SERPINA3,0.214308706429775,7.72168394960994e-06,4.52849705545125,430,PRT,PRT,ITIH4,SERPINA3,0.0002049114300685
ITIH4,SERPINA7,0.185746736393524,0.0001109946273578,3.90166761120907,430,PRT,PRT,ITIH4,SERPINA7,0.0022294941585204
ITIH4,YWHAH,0.172041682824478,0.0005226256350262,3.49727757395431,405,PRT,PRT,ITIH4,YWHAH,0.0083232971504183
MAN2A1,ORM1,0.262317320656375,3.63483600980214e-08,5.61064387307861,430,PRT,PRT,MAN2A1,ORM1,1.47554007251059e-06
MAN2A1,SERPINA3,0.140210146157155,0.0036540622873166,2.9227766763989,430,PRT,PRT,MAN2A1,SERPINA3,0.0412280497140391
MAN2A1,SERPINA7,0.142986351831018,0.0030295707371114,2.98184451430594,430,PRT,PRT,MAN2A1,SERPINA7,0.0359278000591051
MASP1,SFN,0.143557396759548,0.0039679840205379,2.8975698033788,403,PRT,PRT,MASP1,SFN,0.043770351048404
METTL18,PPP1R9B,0.299950926777203,1.32745012895018e-08,5.82330512706493,347,PRT,PRT,METTL18,PPP1R9B,5.78300037415068e-07
METTL18,SHBG,-0.195806677225667,4.72185479930601e-05,-4.11149444154323,428,PRT,PRT,METTL18,SHBG,0.0010572947776266
MNDA,PRB3,0.162261318893341,0.0011602549156713,3.27232490842414,400,PRT,PRT,MNDA,PRB3,0.0162983176901925
MNDA,SERPINA7,0.179482603208728,0.0001927976708737,3.76120633012282,429,PRT,PRT,MNDA,SERPINA7,0.0036073826895155
MNDA,SHBG,0.179416883546337,0.0002007316704869,3.75092632285682,427,PRT,PRT,MNDA,SHBG,0.0037347671383874
NAP1L1,PPP1R9B,0.169637163146154,0.0017210996374312,3.15992241928858,341,PRT,PRT,NAP1L1,PPP1R9B,0.0226424552867731
NAP1L1,SERPINA3,0.146591018806074,0.0025684578150767,3.0334127115179,423,PRT,PRT,NAP1L1,SERPINA3,0.0314554802036294
NXF1,PRB3,-0.163238749155935,0.0046570667580043,-2.85145335941792,301,PRT,PRT,NXF1,PRB3,0.0499478476308829
NXF1,TF,-0.178825476867018,0.0013637870271479,-3.23095153105455,320,PRT,PRT,NXF1,TF,0.0185949117853056
NXF1,MP0099,0.16151121910666,0.0038794803262414,2.90928256321564,320,PRT,MTB,NXF1,L-Serine,0.0430600062979567
ORM1,PPP1R9B,0.250821232585063,2.38744479868999e-06,4.79867132811943,347,PRT,PRT,ORM1,PPP1R9B,7.05298577933608e-05
ORM1,SCRIB,0.193457174801277,0.000113645517223,3.89902557537457,395,PRT,PRT,ORM1,SCRIB,0.0022768325365996
ORM1,SERPINA3,0.372547490696336,1.54088427772045e-15,8.28575946839886,430,PRT,PRT,ORM1,SERPINA3,1.27783331888103e-13
ORM1,SERPINA7,0.173624626117687,0.0003074790374454,3.63883893464799,430,PRT,PRT,ORM1,SERPINA7,0.0053480623591638
ORM1,VTN,0.1500699759473,0.0018504514090029,3.13288817893516,430,PRT,PRT,ORM1,VTN,0.0241437537269048
ORM1,YWHAQ,0.153061253343897,0.0020344330683288,3.10546115719508,406,PRT,PRT,ORM1,YWHAQ,0.0259986438341204
ORM1,MP0086,0.149932094447293,0.001868674516965,3.12994351418173,430,PRT,MTB,ORM1,L-Aspartic acid,0.0242676858411234
